App name,No.,Time,Source,Destination,Protocol,Length
Google Fi,9943,309.329831,172.30.1.1,172.30.1.250,TCP,88
Google Fi,9944,309.331926,172.30.1.1,172.30.1.250,TLSv1.3,604
Google Fi,9945,309.332183,172.30.1.250,172.30.1.1,TCP,88
Google Fi,9946,309.479463,172.30.1.250,172.30.1.1,TLSv1.3,2760
Google Fi,9947,309.480271,172.30.1.1,172.30.1.250,TCP,88
Google Fi,9948,309.485771,172.30.1.250,172.30.1.1,TLSv1.3,2088
Google Fi,9949,309.48598,172.30.1.1,172.30.1.250,TCP,88
Google Fi,9950,309.498253,172.30.1.1,172.30.1.250,TLSv1.3,152
Google Fi,9951,309.498437,172.30.1.250,172.30.1.1,TCP,88
Google Fi,9952,309.500017,172.30.1.1,172.30.1.250,TLSv1.3,400
Google Fi,9953,309.500104,172.30.1.250,172.30.1.1,TCP,88
Google Fi,9954,309.608237,172.30.1.250,172.30.1.1,TLSv1.3,3456
Google Fi,9955,309.608549,172.30.1.1,172.30.1.250,TCP,88
Messages,10743,315.25646,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,10946,335.580792,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,10947,335.607925,172.30.1.1,172.30.1.250,TCP,108
WhatsApp,10948,335.749531,172.30.1.250,172.30.1.1,TCP,96
WhatsApp,10949,335.750308,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,10950,335.756866,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,10951,335.759318,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,10952,335.759479,172.30.1.1,172.30.1.250,TCP,100
WhatsApp,10953,335.759602,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,10954,335.765574,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,10955,335.765797,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,10956,335.765934,172.30.1.1,172.30.1.250,TCP,352
WhatsApp,10957,335.766182,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,10958,335.826793,172.30.1.250,172.30.1.1,TCP,200
WhatsApp,10959,335.827467,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,10960,335.83526,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,10961,335.835452,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,10962,335.835623,172.30.1.1,172.30.1.250,TCP,328
WhatsApp,10963,335.835721,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,10964,335.970866,172.30.1.250,172.30.1.1,TCP,328
WhatsApp,10965,335.971898,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,10966,336.041703,172.30.1.250,172.30.1.1,TCP,124
WhatsApp,10967,336.042125,172.30.1.1,172.30.1.250,TCP,88
Accountable2You,10968,340.810252,172.30.1.250,172.30.1.1,TCP,88
Gmail,10969,340.8114,172.30.1.250,172.30.1.1,TCP,88
Google Play service,10970,345.828697,172.30.1.250,172.30.1.1,TCP,88
Google Fi,10971,347.74432,172.30.1.1,172.30.1.250,TCP,108
Google Fi,10972,347.844256,172.30.1.250,172.30.1.1,TCP,96
Google Fi,10973,347.845039,172.30.1.1,172.30.1.250,TCP,88
Google Fi,10974,347.847972,172.30.1.1,172.30.1.250,TLSv1.3,604
Google Fi,10975,347.848417,172.30.1.250,172.30.1.1,TCP,88
Google Fi,10976,347.898894,172.30.1.250,172.30.1.1,TLSv1.3,4760
Google Fi,10977,347.900414,172.30.1.1,172.30.1.250,TCP,88
Google Fi,10978,347.921709,172.30.1.1,172.30.1.250,TLSv1.3,152
Google Fi,10979,347.921981,172.30.1.250,172.30.1.1,TCP,88
Google Fi,10980,347.924619,172.30.1.1,172.30.1.250,TLSv1.3,400
Google Fi,10981,347.924788,172.30.1.250,172.30.1.1,TCP,88
Google Fi,10982,347.978181,172.30.1.250,172.30.1.1,TLSv1.3,3428
Google Fi,10983,347.978824,172.30.1.1,172.30.1.250,TCP,88
Google Play service,10984,352.742185,172.30.1.1,172.30.1.250,DNS,108
Google Play service,10985,353.102312,172.30.1.250,172.30.1.1,DNS,156
Google Play service,10986,353.113286,172.30.1.1,172.30.1.250,TCP,108
Google Play service,10987,353.325747,172.30.1.250,172.30.1.1,TCP,96
Google Play service,10988,353.326264,172.30.1.1,172.30.1.250,TCP,88
Google Play service,10989,353.343019,172.30.1.1,172.30.1.250,TLSv1.3,624
Google Play service,10990,353.343703,172.30.1.250,172.30.1.1,TCP,88
Google Play service,10991,353.385067,172.30.1.250,172.30.1.1,TLSv1.3,292
Google Play service,10992,353.385545,172.30.1.1,172.30.1.250,TCP,88
Google Play service,10993,353.386625,172.30.1.1,172.30.1.250,TLSv1.3,152
Google Play service,10994,353.386725,172.30.1.250,172.30.1.1,TCP,88
Google Play service,10995,353.398219,172.30.1.1,172.30.1.250,TLSv1.3,476
Google Play service,10996,353.39833,172.30.1.250,172.30.1.1,TCP,88
Google Play service,10997,353.45405,172.30.1.250,172.30.1.1,TLSv1.3,624
Google Play service,10998,353.45445,172.30.1.1,172.30.1.250,TCP,88
Google Play service,10999,353.490917,172.30.1.250,172.30.1.1,TLSv1.3,204
Google Play service,11000,353.491443,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,12149,362.121202,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,12150,362.121366,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,12151,362.121483,172.30.1.1,172.30.1.250,TCP,124
WhatsApp,12152,362.12153,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,12175,362.197895,172.30.1.250,172.30.1.1,TCP,128
WhatsApp,12177,362.198116,172.30.1.1,172.30.1.250,TCP,88
Google Fi,13143,371.038549,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,17046,389.790065,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,17047,389.790145,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,17072,389.85863,172.30.1.250,172.30.1.1,TCP,88
Google Fi,17830,411.407797,172.30.1.250,172.30.1.1,TCP,88
Google Fi,17831,416.163751,172.30.1.1,172.30.1.250,TCP,108
Google Fi,17832,416.287032,172.30.1.250,172.30.1.1,TCP,96
Google Fi,17833,416.288342,172.30.1.1,172.30.1.250,TCP,88
Google Fi,17834,416.291393,172.30.1.1,172.30.1.250,TLSv1.3,604
Google Fi,17835,416.291797,172.30.1.250,172.30.1.1,TCP,88
Google Fi,17836,416.346576,172.30.1.250,172.30.1.1,TLSv1.3,4760
Google Fi,17837,416.347491,172.30.1.1,172.30.1.250,TCP,88
Google Fi,17838,416.368332,172.30.1.1,172.30.1.250,TLSv1.3,152
Google Fi,17839,416.368627,172.30.1.250,172.30.1.1,TCP,88
Google Fi,17840,416.373745,172.30.1.1,172.30.1.250,TLSv1.3,400
Google Fi,17841,416.373921,172.30.1.250,172.30.1.1,TCP,88
Google Fi,17842,416.432022,172.30.1.250,172.30.1.1,TLSv1.3,3524
Google Play service,17843,416.432901,172.30.1.250,172.30.1.1,TCP,88
Google Fi,17844,416.43315,172.30.1.1,172.30.1.250,TCP,88
Google Play service,17845,421.495538,172.30.1.1,172.30.1.250,TCP,108
Google Play service,17846,421.601136,172.30.1.250,172.30.1.1,TCP,96
Google Play service,17847,421.601924,172.30.1.1,172.30.1.250,TCP,88
Google Play service,17848,421.605474,172.30.1.1,172.30.1.250,TLSv1.3,624
Google Play service,17849,421.606198,172.30.1.250,172.30.1.1,TCP,88
Google Play service,17850,421.650817,172.30.1.250,172.30.1.1,TLSv1.3,292
Google Play service,17851,421.65174,172.30.1.1,172.30.1.250,TCP,88
Google Play service,17852,421.660403,172.30.1.1,172.30.1.250,TLSv1.3,152
Google Play service,17853,421.660586,172.30.1.250,172.30.1.1,TCP,88
Google Play service,17854,421.690295,172.30.1.1,172.30.1.250,TLSv1.3,476
Google Play service,17855,421.690639,172.30.1.250,172.30.1.1,TCP,88
Google Play service,17856,421.740905,172.30.1.250,172.30.1.1,TLSv1.3,624
Google Play service,17857,421.742351,172.30.1.1,172.30.1.250,TCP,88
Google Play service,17858,421.747479,172.30.1.250,172.30.1.1,TLSv1.3,204
Google Play service,17859,421.747817,172.30.1.1,172.30.1.250,TCP,88
Packers,17860,422.976165,172.30.1.1,172.30.1.250,DNS,112
Packers,17861,423.002908,172.30.1.1,172.30.1.250,DNS,108
Packers,17862,423.02018,172.30.1.1,172.30.1.250,DNS,116
Packers,17863,423.035373,172.30.1.1,172.30.1.250,DNS,116
Packers,17864,423.048621,172.30.1.1,172.30.1.250,DNS,128
WhatsApp,17865,423.073301,172.30.1.1,172.30.1.250,DNS,108
Packers,17866,423.075605,172.30.1.250,172.30.1.1,DNS,124
Packers,17867,423.077468,172.30.1.1,172.30.1.250,TCP,108
Packers,17868,423.083398,172.30.1.250,172.30.1.1,DNS,152
WhatsApp,17869,423.085398,172.30.1.1,172.30.1.250,DNS,108
Packers,17870,423.086348,172.30.1.1,172.30.1.250,TCP,108
Packers,17871,423.0871,172.30.1.1,172.30.1.250,TCP,108
Packers,17872,423.087494,172.30.1.250,172.30.1.1,DNS,224
Packers,17873,423.088767,172.30.1.1,172.30.1.250,TCP,108
Packers,17874,423.089453,172.30.1.1,172.30.1.250,TCP,108
Packers,17875,423.092016,172.30.1.250,172.30.1.1,DNS,324
Packers,17876,423.092468,172.30.1.250,172.30.1.1,DNS,192
Packers,17877,423.093558,172.30.1.1,172.30.1.250,TCP,108
Packers,17878,423.095535,172.30.1.1,172.30.1.250,TCP,108
Packers,17879,423.096451,172.30.1.1,172.30.1.250,TCP,108
Packers,17880,423.097237,172.30.1.1,172.30.1.250,TCP,108
Packers,17881,423.097873,172.30.1.1,172.30.1.250,TCP,108
Packers,17882,423.099723,172.30.1.1,172.30.1.250,TCP,108
Packers,17883,423.102452,172.30.1.1,172.30.1.250,TCP,108
Packers,17884,423.108024,172.30.1.1,172.30.1.250,DNS,112
WhatsApp,17885,423.109415,172.30.1.250,172.30.1.1,DNS,172
WhatsApp,17886,423.112986,172.30.1.1,172.30.1.250,NTP,124
Packers,17887,423.113415,172.30.1.250,172.30.1.1,TCP,96
Packers,17888,423.1135,172.30.1.1,172.30.1.250,TCP,88
Packers,17889,423.115829,172.30.1.250,172.30.1.1,TCP,96
Packers,17890,423.116015,172.30.1.1,172.30.1.250,TCP,88
Packers,17891,423.116047,172.30.1.250,172.30.1.1,TCP,96
Packers,17892,423.116153,172.30.1.1,172.30.1.250,TCP,88
Packers,17893,423.119073,172.30.1.1,172.30.1.250,TLSv1.3,604
Packers,17894,423.119184,172.30.1.1,172.30.1.250,TLSv1.3,604
Packers,17895,423.119286,172.30.1.250,172.30.1.1,TCP,88
Packers,17896,423.119351,172.30.1.250,172.30.1.1,TCP,88
Packers,17897,423.119796,172.30.1.250,172.30.1.1,TCP,96
Packers,17898,423.119859,172.30.1.250,172.30.1.1,TCP,96
Packers,17899,423.119914,172.30.1.1,172.30.1.250,TCP,88
Packers,17900,423.119922,172.30.1.1,172.30.1.250,TCP,88
Packers,17901,423.12195,172.30.1.1,172.30.1.250,TLSv1.3,604
Packers,17902,423.122037,172.30.1.1,172.30.1.250,TLSv1.3,604
Packers,17903,423.122071,172.30.1.1,172.30.1.250,TLSv1.2,604
Packers,17904,423.122151,172.30.1.250,172.30.1.1,TCP,88
Packers,17905,423.122202,172.30.1.250,172.30.1.1,TCP,88
Packers,17906,423.122231,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,17907,423.122258,172.30.1.250,172.30.1.1,DNS,148
Packers,17908,423.126484,172.30.1.1,172.30.1.250,DNS,108
WhatsApp,17909,423.127281,172.30.1.1,172.30.1.250,TCP,108
Packers,17910,423.127674,172.30.1.250,172.30.1.1,TCP,96
Packers,17911,423.127747,172.30.1.250,172.30.1.1,TCP,96
Packers,17912,423.127797,172.30.1.1,172.30.1.250,TCP,88
Packers,17913,423.127805,172.30.1.1,172.30.1.250,TCP,88
Packers,17914,423.128373,172.30.1.1,172.30.1.250,HTTP,296
Packers,17915,423.128473,172.30.1.250,172.30.1.1,TCP,96
Packers,17916,423.128607,172.30.1.250,172.30.1.1,TCP,88
Packers,17917,423.128665,172.30.1.1,172.30.1.250,TCP,88
Packers,17918,423.128684,172.30.1.1,172.30.1.250,TLSv1.2,604
Packers,17919,423.128802,172.30.1.1,172.30.1.250,HTTP,296
Packers,17920,423.128888,172.30.1.250,172.30.1.1,TCP,88
Packers,17921,423.128954,172.30.1.250,172.30.1.1,TCP,88
Packers,17922,423.131941,172.30.1.250,172.30.1.1,TCP,96
Packers,17923,423.132228,172.30.1.1,172.30.1.250,TCP,88
Packers,17924,423.132659,172.30.1.1,172.30.1.250,HTTP,296
Packers,17925,423.132853,172.30.1.250,172.30.1.1,TCP,88
Packers,17926,423.135118,172.30.1.250,172.30.1.1,TCP,96
Packers,17927,423.135257,172.30.1.250,172.30.1.1,TCP,96
Packers,17928,423.135372,172.30.1.1,172.30.1.250,TCP,88
Packers,17929,423.135393,172.30.1.1,172.30.1.250,TCP,88
Packers,17930,423.135423,172.30.1.250,172.30.1.1,TCP,96
Packers,17931,423.135526,172.30.1.1,172.30.1.250,TCP,88
Packers,17932,423.135616,172.30.1.1,172.30.1.250,HTTP,296
Packers,17933,423.135684,172.30.1.1,172.30.1.250,HTTP,296
Packers,17934,423.135714,172.30.1.1,172.30.1.250,HTTP,296
Packers,17935,423.135761,172.30.1.250,172.30.1.1,TCP,88
Packers,17936,423.135802,172.30.1.250,172.30.1.1,TCP,88
Packers,17937,423.135833,172.30.1.250,172.30.1.1,TCP,88
Packers,17938,423.142404,172.30.1.250,172.30.1.1,DNS,212
Packers,17939,423.143727,172.30.1.1,172.30.1.250,TCP,108
Packers,17940,423.144433,172.30.1.1,172.30.1.250,TCP,108
Packers,17941,423.148879,172.30.1.250,172.30.1.1,TLSv1.3,4096
Packers,17942,423.14904,172.30.1.1,172.30.1.250,TCP,88
Packers,17943,423.151671,172.30.1.250,172.30.1.1,TCP,1424
Packers,17944,423.151754,172.30.1.250,172.30.1.1,TLSv1.3,6768
Packers,17945,423.151893,172.30.1.1,172.30.1.250,TCP,88
Packers,17946,423.151899,172.30.1.1,172.30.1.250,TCP,88
Packers,17947,423.151913,172.30.1.250,172.30.1.1,TCP,1424
Packers,17948,423.151945,172.30.1.1,172.30.1.250,TCP,88
Packers,17949,423.154597,172.30.1.250,172.30.1.1,TLSv1.3,856
Packers,17950,423.154646,172.30.1.250,172.30.1.1,TLSv1.3,856
Packers,17951,423.154675,172.30.1.250,172.30.1.1,DNS,344
Packers,17952,423.154855,172.30.1.1,172.30.1.250,TCP,88
Packers,17953,423.154862,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,17954,423.154875,172.30.1.250,172.30.1.1,TCP,96
WhatsApp,17955,423.154935,172.30.1.1,172.30.1.250,TCP,88
Packers,17956,423.157686,172.30.1.1,172.30.1.250,TCP,108
Packers,17957,423.158138,172.30.1.250,172.30.1.1,TLSv1.3,3328
Packers,17958,423.158264,172.30.1.1,172.30.1.250,TCP,88
Packers,17959,423.160739,172.30.1.250,172.30.1.1,TLSv1.3,2760
Packers,17960,423.160896,172.30.1.1,172.30.1.250,TCP,88
Packers,17961,423.16091,172.30.1.250,172.30.1.1,TLSv1.2,1552
Packers,17962,423.160978,172.30.1.250,172.30.1.1,TLSv1.3,656
Packers,17963,423.161009,172.30.1.1,172.30.1.250,TCP,88
Packers,17964,423.161015,172.30.1.1,172.30.1.250,TCP,88
Packers,17965,423.163679,172.30.1.250,172.30.1.1,TLSv1.2,4144
Packers,17966,423.163814,172.30.1.1,172.30.1.250,TCP,88
Packers,17967,423.163827,172.30.1.250,172.30.1.1,TLSv1.2,436
Packers,17968,423.163856,172.30.1.1,172.30.1.250,TCP,88
Packers,17969,423.166809,172.30.1.250,172.30.1.1,TLSv1.2,5632
Packers,17970,423.167138,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,17971,423.169824,172.30.1.250,172.30.1.1,NTP,124
Packers,17972,423.170277,172.30.1.250,172.30.1.1,HTTP/XML,608
Packers,17973,423.170382,172.30.1.1,172.30.1.250,TCP,88
Packers,17974,423.170399,172.30.1.250,172.30.1.1,TCP,96
Packers,17975,423.170453,172.30.1.1,172.30.1.250,TCP,88
Packers,17976,423.172612,172.30.1.250,172.30.1.1,TCP,96
Packers,17977,423.172689,172.30.1.1,172.30.1.250,TCP,88
Packers,17978,423.175847,172.30.1.250,172.30.1.1,HTTP/XML,608
Packers,17979,423.176,172.30.1.1,172.30.1.250,TCP,88
Packers,17980,423.176798,172.30.1.1,172.30.1.250,TLSv1.2,272
Packers,17981,423.176909,172.30.1.250,172.30.1.1,TCP,88
Packers,17982,423.178628,172.30.1.250,172.30.1.1,HTTP/XML,608
Packers,17983,423.17872,172.30.1.1,172.30.1.250,TCP,88
Packers,17984,423.184534,172.30.1.1,172.30.1.250,TLSv1.2,272
Packers,17985,423.184697,172.30.1.250,172.30.1.1,TCP,88
Packers,17986,423.186119,172.30.1.250,172.30.1.1,HTTP/XML,608
Packers,17987,423.186239,172.30.1.1,172.30.1.250,TCP,88
Packers,17988,423.189235,172.30.1.250,172.30.1.1,HTTP/XML,608
Packers,17989,423.189328,172.30.1.1,172.30.1.250,TCP,88
Packers,17990,423.192409,172.30.1.250,172.30.1.1,HTTP/XML,608
Packers,17991,423.192578,172.30.1.1,172.30.1.250,TCP,88
Packers,17992,423.192592,172.30.1.250,172.30.1.1,TCP,96
Packers,17993,423.192651,172.30.1.1,172.30.1.250,TCP,88
Packers,17994,423.193807,172.30.1.1,172.30.1.250,TCP,88
Packers,17995,423.193846,172.30.1.250,172.30.1.1,TCP,88
Packers,17996,423.194888,172.30.1.1,172.30.1.250,TLSv1.2,268
Packers,17997,423.194996,172.30.1.250,172.30.1.1,TCP,88
Packers,17998,423.195648,172.30.1.1,172.30.1.250,TLSv1.3,152
Packers,17999,423.195688,172.30.1.250,172.30.1.1,TCP,88
Packers,18000,423.198717,172.30.1.1,172.30.1.250,TLSv1.3,132
Packers,18001,423.198773,172.30.1.250,172.30.1.1,TCP,88
Packers,18002,423.198857,172.30.1.1,172.30.1.250,TLSv1.3,124
Packers,18003,423.198874,172.30.1.250,172.30.1.1,TCP,88
Packers,18004,423.199037,172.30.1.1,172.30.1.250,TLSv1.3,124
Packers,18005,423.199072,172.30.1.250,172.30.1.1,TCP,88
Packers,18006,423.202225,172.30.1.1,172.30.1.250,TLSv1.3,244
Packers,18007,423.202295,172.30.1.250,172.30.1.1,TCP,88
Packers,18008,423.215815,172.30.1.250,172.30.1.1,TLSv1.2,2760
Packers,18009,423.215956,172.30.1.1,172.30.1.250,TCP,88
Packers,18010,423.215976,172.30.1.250,172.30.1.1,TCP,1512
Packers,18011,423.216012,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,18012,423.220953,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,18013,423.221264,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,18014,423.221399,172.30.1.1,172.30.1.250,TCP,100
WhatsApp,18015,423.22148,172.30.1.250,172.30.1.1,TCP,88
Packers,18016,423.229024,172.30.1.1,172.30.1.250,TLSv1.2,212
Packers,18017,423.229099,172.30.1.250,172.30.1.1,TCP,88
Packers,18018,423.229396,172.30.1.1,172.30.1.250,TLSv1.3,152
Packers,18019,423.229435,172.30.1.250,172.30.1.1,TCP,88
Packers,18020,423.229827,172.30.1.250,172.30.1.1,TLSv1.2,2760
Packers,18021,423.229928,172.30.1.1,172.30.1.250,TCP,88
Packers,18022,423.229946,172.30.1.250,172.30.1.1,TLSv1.3,232
Packers,18023,423.229987,172.30.1.250,172.30.1.1,TCP,1512
Packers,18024,423.230073,172.30.1.1,172.30.1.250,TCP,88
Packers,18025,423.230078,172.30.1.1,172.30.1.250,TCP,88
Packers,18026,423.230104,172.30.1.250,172.30.1.1,TLSv1.3,560
Packers,18027,423.230132,172.30.1.1,172.30.1.250,TCP,88
Packers,18028,423.233804,172.30.1.250,172.30.1.1,TCP,88
Packers,18029,423.236044,172.30.1.250,172.30.1.1,TLSv1.2,4532
Packers,18030,423.236245,172.30.1.1,172.30.1.250,TLSv1.3,120
Packers,18031,423.236253,172.30.1.1,172.30.1.250,TCP,88
Packers,18032,423.23629,172.30.1.250,172.30.1.1,TCP,88
Packers,18033,423.238472,172.30.1.1,172.30.1.250,TCP,88
Packers,18034,423.238519,172.30.1.250,172.30.1.1,TCP,88
Packers,18035,423.239082,172.30.1.250,172.30.1.1,TLSv1.2,992
Packers,18036,423.239256,172.30.1.1,172.30.1.250,TCP,88
Packers,18037,423.245715,172.30.1.1,172.30.1.250,TLSv1.3,152
Packers,18038,423.2458,172.30.1.250,172.30.1.1,TCP,88
Packers,18039,423.246259,172.30.1.1,172.30.1.250,TLSv1.3,132
Packers,18040,423.246276,172.30.1.250,172.30.1.1,TCP,88
Packers,18041,423.246365,172.30.1.1,172.30.1.250,TLSv1.3,124
Packers,18042,423.246397,172.30.1.250,172.30.1.1,TCP,88
Packers,18043,423.246461,172.30.1.1,172.30.1.250,TLSv1.3,124
Packers,18044,423.246473,172.30.1.250,172.30.1.1,TCP,88
Packers,18045,423.247194,172.30.1.1,172.30.1.250,TLSv1.3,112
Packers,18046,423.247206,172.30.1.250,172.30.1.1,TCP,88
Packers,18047,423.247421,172.30.1.1,172.30.1.250,TCP,88
Packers,18048,423.247443,172.30.1.250,172.30.1.1,TCP,88
Packers,18049,423.247903,172.30.1.1,172.30.1.250,TLSv1.2,212
Packers,18050,423.247936,172.30.1.250,172.30.1.1,TCP,88
Packers,18051,423.248501,172.30.1.1,172.30.1.250,TLSv1.3,744
Packers,18052,423.248541,172.30.1.250,172.30.1.1,TCP,88
Packers,18053,423.253266,172.30.1.1,172.30.1.250,TLSv1.2,212
Packers,18054,423.253338,172.30.1.250,172.30.1.1,TCP,88
Packers,18055,423.257056,172.30.1.1,172.30.1.250,TLSv1.2,212
Packers,18056,423.257777,172.30.1.250,172.30.1.1,TCP,88
Packers,18057,423.259239,172.30.1.1,172.30.1.250,TLSv1.3,152
Packers,18058,423.259299,172.30.1.250,172.30.1.1,TCP,88
Packers,18059,423.259832,172.30.1.1,172.30.1.250,TLSv1.3,440
Packers,18060,423.25987,172.30.1.250,172.30.1.1,TCP,88
Packers,18061,423.262108,172.30.1.1,172.30.1.250,TLSv1.3,212
Packers,18062,423.262156,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,18063,423.262249,172.30.1.1,172.30.1.250,TCP,92
WhatsApp,18064,423.262308,172.30.1.250,172.30.1.1,TCP,88
WhatsApp,18065,423.262344,172.30.1.1,172.30.1.250,TCP,352
WhatsApp,18066,423.262388,172.30.1.250,172.30.1.1,TCP,88
Packers,18067,423.263136,172.30.1.1,172.30.1.250,TLSv1.2,484
Packers,18068,423.26318,172.30.1.250,172.30.1.1,TCP,88
Packers,18069,423.266115,172.30.1.250,172.30.1.1,TLSv1.3,264
Packers,18070,423.266173,172.30.1.250,172.30.1.1,TLSv1.2,992
Packers,18071,423.266369,172.30.1.1,172.30.1.250,TCP,88
Packers,18072,423.266375,172.30.1.1,172.30.1.250,TCP,88
Packers,18073,423.269125,172.30.1.250,172.30.1.1,TLSv1.3,232
Packers,18074,423.269199,172.30.1.1,172.30.1.250,TCP,88
Packers,18075,423.269241,172.30.1.250,172.30.1.1,TCP,88
Packers,18076,423.273508,172.30.1.1,172.30.1.250,TLSv1.2,212
Packers,18077,423.273635,172.30.1.250,172.30.1.1,TCP,88
Packers,18078,423.274214,172.30.1.1,172.30.1.250,DNS,104
Packers,18079,423.274705,172.30.1.1,172.30.1.250,TLSv1.2,500
Packers,18080,423.274743,172.30.1.250,172.30.1.1,TCP,88
Packers,18081,423.284683,172.30.1.250,172.30.1.1,TCP,88
Packers,18082,423.284863,172.30.1.250,172.30.1.1,TLSv1.2,140
Packers,18083,423.284915,172.30.1.1,172.30.1.250,TCP,88
Packers,18084,423.286437,172.30.1.1,172.30.1.250,TLSv1.2,324
Packers,18085,423.286475,172.30.1.250,172.30.1.1,TCP,88
Packers,18086,423.288688,172.30.1.250,172.30.1.1,TLSv1.2,140
Packers,18087,423.288735,172.30.1.1,172.30.1.250,TCP,88
Packers,18088,423.291809,172.30.1.250,172.30.1.1,TLSv1.2,344
Packers,18089,423.29188,172.30.1.1,172.30.1.250,TCP,88
Packers,18090,423.291896,172.30.1.250,172.30.1.1,TLSv1.2,140
Packers,18091,423.291942,172.30.1.1,172.30.1.250,TCP,88
Packers,18092,423.292002,172.30.1.1,172.30.1.250,TLSv1.2,544
Packers,18093,423.29204,172.30.1.250,172.30.1.1,TCP,88
Packers,18094,423.293784,172.30.1.1,172.30.1.250,TLSv1.2,140
Packers,18095,423.29383,172.30.1.250,172.30.1.1,TCP,88
Packers,18096,423.293922,172.30.1.1,172.30.1.250,TLSv1.2,132
Packers,18097,423.293937,172.30.1.250,172.30.1.1,TCP,88
Packers,18098,423.29402,172.30.1.1,172.30.1.250,TLSv1.2,128
Packers,18099,423.294047,172.30.1.250,172.30.1.1,TCP,88
Packers,18100,423.294395,172.30.1.1,172.30.1.250,TLSv1.2,360
Packers,18101,423.294408,172.30.1.250,172.30.1.1,TCP,88
Packers,18102,423.295179,172.30.1.250,172.30.1.1,TLSv1.2,156
Packers,18103,423.295309,172.30.1.1,172.30.1.250,TCP,88
Packers,18104,423.295736,172.30.1.1,172.30.1.250,TLSv1.2,124
Packers,18105,423.295748,172.30.1.250,172.30.1.1,TCP,88
Packers,18106,423.308286,172.30.1.250,172.30.1.1,TLSv1.3,416
Packers,18107,423.308375,172.30.1.1,172.30.1.250,TCP,88
Packers,18108,423.31076,172.30.1.250,172.30.1.1,TLSv1.3,264
Packers,18109,423.310821,172.30.1.1,172.30.1.250,TCP,88
Packers,18110,423.310835,172.30.1.250,172.30.1.1,TLSv1.2,436
Packers,18111,423.310877,172.30.1.1,172.30.1.250,TCP,88
Packers,18112,423.316827,172.30.1.1,172.30.1.250,TLSv1.2,484
Packers,18113,423.316922,172.30.1.250,172.30.1.1,TCP,88
Packers,18114,423.3184,172.30.1.1,172.30.1.250,TCP,108
Packers,18115,423.318978,172.30.1.250,172.30.1.1,TLSv1.2,344
Packers,18116,423.319044,172.30.1.1,172.30.1.250,TCP,88
Packers,18117,423.324341,172.30.1.250,172.30.1.1,DNS,120
Packers,18118,423.325967,172.30.1.1,172.30.1.250,TCP,108
WhatsApp,18119,423.327184,172.30.1.250,172.30.1.1,TCP,144
WhatsApp,18120,423.327326,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,18121,423.330569,172.30.1.250,172.30.1.1,TCP,144
Packers,18122,423.330632,172.30.1.250,172.30.1.1,TLSv1.2,436
WhatsApp,18123,423.330707,172.30.1.1,172.30.1.250,TCP,88
Packers,18124,423.330717,172.30.1.1,172.30.1.250,TCP,88
Packers,18125,423.333514,172.30.1.250,172.30.1.1,TLSv1.2,124
Packers,18126,423.333581,172.30.1.250,172.30.1.1,TLSv1.3,1388
Packers,18127,423.333653,172.30.1.250,172.30.1.1,TLSv1.2,2944
Packers,18128,423.333688,172.30.1.1,172.30.1.250,TCP,88
Packers,18129,423.333693,172.30.1.1,172.30.1.250,TCP,88
Packers,18130,423.337639,172.30.1.250,172.30.1.1,TLSv1.2,2816
Packers,18131,423.337706,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,18132,423.342138,172.30.1.1,172.30.1.250,TCP,92
Packers,18133,423.342176,172.30.1.250,172.30.1.1,TLSv1.2,664
WhatsApp,18134,423.342594,172.30.1.250,172.30.1.1,TCP,88
Packers,18135,423.342656,172.30.1.1,172.30.1.250,TCP,88
WhatsApp,18136,423.342662,172.30.1.1,172.30.1.250,TCP,288
WhatsApp,18137,423.342694,172.30.1.250,172.30.1.1,TCP,88
