Time,machine,slice,direction,Source,Destination,Length,time_bin,time_bin_sa
69.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.68,0.0,69.0
70.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.71,0.0,70.0
71.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.7,0.0,71.0
73.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.24,0.0,73.0
73.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.69,0.0,73.0
75.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.71,0.0,75.0
77.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.53,0.0,77.0
78.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.38,0.0,78.0
80.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.12,0.0,80.0
81.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.88,0.0,81.0
81.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.52,0.0,81.0
82.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.27,0.0,82.0
83.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,69.0,0.0,83.0
84.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.36,0.0,84.0
85.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.11,0.0,85.0
85.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.65,0.0,85.0
86.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.56,0.0,86.0
87.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.38,0.0,87.0
89.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.47,0.0,89.0
89.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.65,0.0,89.0
91.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.16,0.0,91.0
92.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.38,0.0,92.0
94.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.76,0.0,94.0
96.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.46,0.0,96.0
96.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.48,0.0,96.0
98.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,68.52,0.0,98.0
99.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.12,0.0,99.0
100.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.51,100.0,100.0
101.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.44,100.0,101.0
103.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.64,100.0,103.0
104.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.06,100.0,104.0
105.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.55,100.0,105.0
106.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,51.02,100.0,106.0
106.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.07,100.0,106.0
107.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,49.66,100.0,107.0
109.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.92,100.0,109.0
110.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,52.38,100.0,110.0
112.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.19,100.0,112.0
113.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.49,100.0,113.0
113.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.09,100.0,113.0
115.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.11,100.0,115.0
116.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.3,100.0,116.0
117.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.03,100.0,117.0
119.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.1,100.0,119.0
119.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.44,100.0,119.0
121.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.15,100.0,121.0
122.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.73,100.0,122.0
123.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.62,100.0,123.0
125.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.68,100.0,125.0
126.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,70.25,100.0,126.0
127.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.88,100.0,127.0
127.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.23,100.0,127.0
128.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.84,100.0,128.0
129.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.39,100.0,129.0
129.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.28,100.0,129.0
131.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.26,100.0,131.0
132.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.76,100.0,132.0
134.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.11,100.0,134.0
134.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.16,100.0,134.0
136.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.15,100.0,136.0
138.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.93,100.0,138.0
139.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,72.27,100.0,139.0
140.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.18,100.0,140.0
141.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.65,100.0,141.0
143.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.68,100.0,143.0
144.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.07,100.0,144.0
146.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.94,100.0,146.0
148.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.44,100.0,148.0
149.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,50.76,100.0,149.0
150.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,50.95,100.0,150.0
150.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.98,100.0,150.0
152.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.25,100.0,152.0
152.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.78,100.0,152.0
153.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.93,100.0,153.0
155.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.81,100.0,155.0
156.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.07,100.0,156.0
157.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.65,100.0,157.0
159.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.16,100.0,159.0
161.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.48,100.0,161.0
161.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.13,100.0,161.0
162.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.25,100.0,162.0
163.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.07,100.0,163.0
163.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.18,100.0,163.0
164.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.48,100.0,164.0
165.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.01,100.0,165.0
166.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.91,100.0,166.0
167.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.07,100.0,167.0
169.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.01,100.0,169.0
170.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,70.43,100.0,170.0
172.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,48.19,100.0,172.0
173.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.61,100.0,173.0
174.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.19,100.0,174.0
175.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.04,100.0,175.0
177.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,68.82,100.0,177.0
178.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.51,100.0,178.0
180.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.78,100.0,180.0
182.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.56,100.0,182.0
184.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.65,100.0,184.0
185.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.03,100.0,185.0
187.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,49.8,100.0,187.0
188.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.71,100.0,188.0
189.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.07,100.0,189.0
190.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.18,100.0,190.0
191.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.02,100.0,191.0
192.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.64,100.0,192.0
194.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.79,100.0,194.0
196.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.27,100.0,196.0
197.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.74,100.0,197.0
198.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.46,100.0,198.0
199.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.58,100.0,199.0
201.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.81,200.0,201.0
202.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.79,200.0,202.0
202.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.52,200.0,202.0
204.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.02,200.0,204.0
204.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.32,200.0,204.0
206.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.08,200.0,206.0
208.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.26,200.0,208.0
209.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
210.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
212.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,50.87,200.0,212.0
214.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
214.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
215.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
217.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.13,200.0,217.0
247.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
267.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
277.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
287.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
297.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
307.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.6,300.0,307.0
357.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
857.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
957.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.69,900.0,957.0
1457.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.45,1400.0,1457.0
1657.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1757.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.93,1700.0,1757.0
1807.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1808.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
1809.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
1810.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1812.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1812.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
1813.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.25,1800.0,1813.0
1814.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1815.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1816.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.09,1800.0,1816.0
1818.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
1820.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.17,1800.0,1820.0
1821.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1823.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1824.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
1826.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
1827.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
1828.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.46,1800.0,1828.0
1830.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1832.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.72,1800.0,1832.0
1833.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.62,1800.0,1833.0
1834.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.17,1800.0,1834.0
1835.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
1837.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1839.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1841.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.89,1800.0,1841.0
1842.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1843.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
1844.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.89,1800.0,1844.0
1846.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
1846.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
1847.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
1847.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1849.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1850.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1852.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
1854.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
1856.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1856.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.54,1800.0,1856.0
1858.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
1858.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
1860.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,70.37,1800.0,1860.0
1861.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1862.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1862.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1864.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.53,1800.0,1864.0
1865.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1866.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,69.9,1800.0,1866.0
1867.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.26,1800.0,1867.0
1868.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
1869.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.28,1800.0,1869.0
1870.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
1871.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.42,1800.0,1871.0
1871.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.91,1800.0,1871.0
1873.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.56,1800.0,1873.0
1875.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.88,1800.0,1875.0
1877.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.4,1800.0,1877.0
1878.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.58,1800.0,1878.0
1879.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.66,1800.0,1879.0
1880.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.16,1800.0,1880.0
1882.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.63,1800.0,1882.0
1883.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.26,1800.0,1883.0
1884.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.76,1800.0,1884.0
1886.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,52.62,1800.0,1886.0
1887.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,46.95,1800.0,1887.0
1888.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.72,1800.0,1888.0
1889.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.93,1800.0,1889.0
1891.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.9,1800.0,1891.0
1892.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.42,1800.0,1892.0
1893.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,67.54,1800.0,1893.0
1894.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.02,1800.0,1894.0
1895.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,51.54,1800.0,1895.0
1896.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.32,1800.0,1896.0
1898.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.46,1800.0,1898.0
1899.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.87,1800.0,1899.0
1900.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.14,1900.0,1900.0
1901.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.66,1900.0,1901.0
1901.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.02,1900.0,1901.0
1903.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.01,1900.0,1903.0
1904.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.11,1900.0,1904.0
1905.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.42,1900.0,1905.0
1905.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.75,1900.0,1905.0
1907.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.77,1900.0,1907.0
1908.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.93,1900.0,1908.0
1908.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.98,1900.0,1908.0
1909.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.9,1900.0,1909.0
1910.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,48.54,1900.0,1910.0
1911.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.94,1900.0,1911.0
1912.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.35,1900.0,1912.0
1914.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.7,1900.0,1914.0
1914.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.68,1900.0,1914.0
1916.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,73.89,1900.0,1916.0
1917.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.9,1900.0,1917.0
1919.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.17,1900.0,1919.0
1919.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.52,1900.0,1919.0
1920.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.42,1900.0,1920.0
1920.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.67,1900.0,1920.0
1921.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.62,1900.0,1921.0
1923.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.46,1900.0,1923.0
1924.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.25,1900.0,1924.0
1925.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.18,1900.0,1925.0
1926.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,52.71,1900.0,1926.0
1926.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.09,1900.0,1926.0
1927.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.42,1900.0,1927.0
1928.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.5,1900.0,1928.0
1930.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.5,1900.0,1930.0
1930.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,52.54,1900.0,1930.0
1931.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.31,1900.0,1931.0
1933.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.63,1900.0,1933.0
1935.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.23,1900.0,1935.0
1937.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.55,1900.0,1937.0
1939.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.23,1900.0,1939.0
1941.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.66,1900.0,1941.0
1942.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.31,1900.0,1942.0
1943.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.46,1900.0,1943.0
1943.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.77,1900.0,1943.0
1944.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.04,1900.0,1944.0
1946.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.87,1900.0,1946.0
1947.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.75,1900.0,1947.0
1967.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
1987.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2007.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2008.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2009.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.8,2000.0,2009.0
2029.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2049.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2054.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2064.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2069.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.6,2000.0,2069.0
2074.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2079.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2089.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2109.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2129.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,0.0,,
2134.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
2164.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.0,2100.0,2164.0
2184.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,0.0,,
