time_ms,machine,slice,direction,src_ip,dst_ip,packet_size
307.0,M5,mMTC,DL,192.168.0.1,10.0.0.5,40.0
357.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
857.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
957.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
1457.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
1657.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
1757.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
1807.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
1826.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
1828.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
1830.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
1854.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
1856.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
1860.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
1866.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
1868.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
1898.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
1899.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
1901.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
1905.5,M5,mMTC,DL,192.168.0.1,10.0.0.5,40.0
1912.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
1931.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
1941.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2029.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2054.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2129.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2184.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
2206.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
2223.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
2225.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2227.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2237.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
2238.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
2248.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
2255.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2263.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
2284.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
2285.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
2356.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
2426.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2445.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
2450.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2453.5,M5,mMTC,DL,192.168.0.1,10.0.0.5,20.0
2462.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2464.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
2469.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
2478.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2480.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
2491.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
2492.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2496.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2499.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2506.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
2512.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
2521.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
2522.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
2534.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
2542.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
3042.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
3542.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
4042.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
4542.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5042.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
5202.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5297.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5363.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5381.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
5394.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5396.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
5400.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5413.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
5414.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
5426.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
5443.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
5445.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5456.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5487.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5492.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
5544.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5635.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5637.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
5641.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
5650.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5828.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
5845.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5851.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
5878.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
5881.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5882.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
5888.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
5890.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5894.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
5903.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5905.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
5914.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
5918.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
6430.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
6480.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
6530.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
6533.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
6534.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
6550.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
6553.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
6556.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
6565.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
6574.0,M5,mMTC,DL,192.168.0.1,10.0.0.5,20.0
6576.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
6591.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
6594.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
6604.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
6613.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
6620.0,M5,mMTC,DL,192.168.0.1,10.0.0.5,20.0
6629.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
6632.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
6635.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
6648.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
6759.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
6959.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
7459.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
7559.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
7609.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
7659.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
7759.5,M5,mMTC,DL,192.168.0.1,10.0.0.5,20.0
7859.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
7959.5,M5,mMTC,DL,192.168.0.1,10.0.0.5,20.0
8159.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
8659.5,M5,mMTC,DL,192.168.0.1,10.0.0.5,20.0
8759.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
8914.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
8954.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
9004.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9158.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9168.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
9175.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9191.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9195.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9204.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9205.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
9216.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9217.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9218.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
9229.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9254.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
9283.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9298.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9307.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
9319.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
9323.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
9324.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
9326.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
9332.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
9342.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
9366.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9373.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9375.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9377.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
9378.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
9403.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9405.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
9423.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
9429.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
9446.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
9625.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
9825.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
9925.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
