time_ms,machine,slice,direction,src_ip,dst_ip,packet_size,time_bin,time_bin_sa
1925.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
1926.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
1926.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,639.48,1900.0,1926.0
1927.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
1928.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
1930.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,661.54,1900.0,1930.0
1930.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
1931.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
1933.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
1935.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
1937.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
1939.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
1941.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
1942.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
1943.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
1943.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
1944.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
1946.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
1947.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
1967.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
1987.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2007.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2008.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2009.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2029.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2049.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2054.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2064.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2069.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2074.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2079.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2089.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2109.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2129.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,140.73,2100.0,2129.0
2134.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2164.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2184.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2194.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2204.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2205.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2206.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2207.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2208.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2210.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2210.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2212.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,360.38,2200.0,2212.0
2213.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2215.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2216.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,112.41,2200.0,2216.0
2218.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2219.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,457.15,2200.0,2219.0
2219.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2221.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2223.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2225.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2227.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2228.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2230.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2231.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2233.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2233.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2235.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,142.71,2200.0,2235.0
2237.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2237.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2238.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2240.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2242.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2243.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2244.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2246.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,0.0,,
2248.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2249.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
2249.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,0.0,,
