time_ms,machine,slice,direction,src_ip,dst_ip,packet_size,time_bin,time_bin_sa
307.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0,200.0,287.0
357.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,54,300.0,357.0
857.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,300.0,357.0
957.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,300.0,357.0
1457.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,63,1400.0,1457.0
1657.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1400.0,1457.0
1757.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,72,1700.0,1757.0
1807.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1700.0,1757.0
1808.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63,1800.0,1808.0
1809.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,60,1800.0,1809.0
1810.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67,1800.0,1810.0
1812.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,73,1800.0,1812.0
1812.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67,1800.0,1812.0
1813.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64,1800.0,1813.0
1814.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61,1800.0,1814.0
1815.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,72,1800.0,1815.0
1816.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,64,1800.0,1816.0
1818.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,50,1800.0,1818.0
1820.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71,1800.0,1820.0
1821.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,48,1800.0,1821.0
1823.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71,1800.0,1823.0
1824.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,67,1800.0,1824.0
1826.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,55,1800.0,1826.0
1827.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63,1800.0,1827.0
1828.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,74,1800.0,1828.0
1830.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,51,1800.0,1830.0
1832.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,64,1800.0,1832.0
1833.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,68,1800.0,1833.0
1834.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,74,1800.0,1834.0
1835.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60,1800.0,1835.0
1837.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,62,1800.0,1837.0
1839.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65,1800.0,1839.0
1841.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,81,1800.0,1841.0
1842.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64,1800.0,1842.0
1843.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,56,1800.0,1843.0
1844.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,64,1800.0,1844.0
1846.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66,1800.0,1846.0
1846.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,73,1800.0,1846.0
1847.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,72,1800.0,1847.0
1847.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,53,1800.0,1847.0
1849.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,57,1800.0,1849.0
1850.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,66,1800.0,1850.0
1852.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,73,1800.0,1852.0
1854.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72,1800.0,1854.0
1856.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74,1800.0,1856.0
1856.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,71,1800.0,1856.0
1858.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,56,1800.0,1858.0
1858.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,61,1800.0,1858.0
1860.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,72,1800.0,1860.0
1861.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,70,1800.0,1861.0
1862.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,77,1800.0,1862.0
1862.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,69,1800.0,1862.0
1864.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,54,1800.0,1864.0
1865.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69,1800.0,1865.0
1866.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69,1800.0,1866.0
1867.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,63,1800.0,1867.0
1868.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64,1800.0,1868.0
1869.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69,1800.0,1869.0
1870.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65,1800.0,1870.0
1871.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1870.0
1871.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1870.0
1873.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1870.0
1875.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1870.0
1877.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1870.0
1878.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1870.0
1879.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1870.0
1880.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1870.0
1882.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1870.0
1883.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55,1800.0,1883.0
1884.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1883.0
1886.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1883.0
1887.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1883.0
1888.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1883.0
1889.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1883.0
1891.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68,1800.0,1891.0
1892.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62,1800.0,1892.0
1893.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1892.0
1894.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,68,1800.0,1894.0
1895.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1894.0
1896.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1894.0
1898.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1894.0
1899.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1894.0
1900.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1894.0
1901.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1894.0
1901.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1800.0,1894.0
1903.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,75,1900.0,1903.0
1904.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1903.0
1905.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69,1900.0,1905.0
1905.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1905.0
1907.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1905.0
1908.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71,1900.0,1908.0
1908.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1908.0
1909.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1908.0
1910.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1908.0
1911.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,60,1900.0,1911.0
1912.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1911.0
1914.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1911.0
1914.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1911.0
1916.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,50,1900.0,1916.0
1917.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1916.0
1919.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62,1900.0,1919.0
1919.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1919.0
1920.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1919.0
1920.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1919.0
1921.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1919.0
1923.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1919.0
1924.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,60,1900.0,1924.0
1925.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1924.0
1926.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,56,1900.0,1926.0
1926.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1926.0
1927.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,56,1900.0,1927.0
1928.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,0,1900.0,1927.0
1930.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,75,1900.0,1930.0
1930.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1930.0
1931.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1930.0
1933.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59,1900.0,1933.0
1935.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1933.0
1937.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1933.0
1939.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1933.0
1941.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1933.0
1942.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,73,1900.0,1942.0
1943.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,73,1900.0,1943.0
1943.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1943.0
1944.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1943.0
1946.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1943.0
1947.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1943.0
1967.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1943.0
1987.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,1900.0,1943.0
2007.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59,2000.0,2007.0
2008.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67,2000.0,2008.0
2009.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,56,2000.0,2009.0
2029.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,2000.0,2009.0
2049.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,2000.0,2009.0
2054.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65,2000.0,2054.0
2064.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,53,2000.0,2064.0
2069.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62,2000.0,2069.0
2074.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,2000.0,2069.0
2079.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,68,2000.0,2079.0
2089.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,0,2000.0,2079.0
2109.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,66,2100.0,2109.0
2129.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,2100.0,2109.0
2134.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,2100.0,2109.0
2164.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,2100.0,2109.0
2184.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,2100.0,2109.0
2194.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,2100.0,2109.0
2204.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,0,2100.0,2109.0
2205.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,58,2200.0,2205.0
