Time,machine,slice,direction,Source,Destination,Length
5816.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,335.32
5822.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,770.14
5825.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,232.71
5832.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,547.65
5834.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,331.65
5838.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,596.59
5840.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,272.79
5858.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,274.83
5872.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,204.22
5874.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,420.19
5877.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,519.03
5879.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,495.94
5884.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,309.76
5892.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,472.49
5903.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,176.84
5909.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,498.43
5912.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,696.53
5918.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,190.94
5920.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,253.74
6533.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,299.91
6545.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,212.84
6546.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,291.83
6560.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,669.38
6565.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,648.31
6567.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,378.6
6585.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,714.45
6587.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,226.62
6594.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,380.46
6595.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,235.86
6598.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,328.91
6617.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,512.62
6625.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,334.66
6626.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,343.11
6629.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,250.18
6642.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,262.72
6648.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,211.4
6649.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,163.51
6656.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,472.23
6656.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,218.01
8659.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,835.13
8764.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,413.47
8794.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,251.9
8814.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,747.08
8824.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,729.0
8829.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,403.24
8849.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,422.13
8854.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,414.15
8884.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,366.63
8914.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,281.64
8924.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,574.84
8934.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,507.68
8954.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,257.42
8984.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,454.41
8994.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,289.53
9004.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,446.08
9034.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,695.01
9054.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,416.52
9074.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,205.49
9084.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,465.62
9094.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,367.62
9124.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,316.48
9134.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,334.86
9144.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,220.31
9149.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,296.99
9155.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,356.36
9156.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,237.33
9162.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,614.73
9163.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,1197.91
9167.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,277.0
9170.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,256.8
9181.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,435.07
9184.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,643.42
9187.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,365.64
9189.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,508.48
9195.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,297.34
9211.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,271.22
9215.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,315.25
9248.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,635.62
9259.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,643.67
9261.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,642.53
9264.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,200.4
9271.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,421.89
9279.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,510.47
9301.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,273.11
9303.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,955.43
9315.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,230.06
9319.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,413.57
9348.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,170.2
9351.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,365.33
9366.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,440.76
9373.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,351.87
9377.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,312.85
9394.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,859.4
9399.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,211.5
9433.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,755.44
9443.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,316.79
9447.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,618.7
9455.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,206.44
9475.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,987.96
9485.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,172.91
9490.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,471.09
9500.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,1460.96
9505.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,304.54
9525.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,959.23
