time_ms,machine,slice,direction,src_ip,dst_ip,packet_size
131.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.26
132.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.76
134.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.11
134.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.16
136.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.15
138.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.93
139.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,72.27
140.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.18
141.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.65
143.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.68
144.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.07
146.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.94
148.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.44
149.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,50.76
150.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,50.95
150.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,67.98
152.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.25
152.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.78
153.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.93
155.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.81
156.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.07
157.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.65
159.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.16
161.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.48
161.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.13
162.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.25
163.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.07
163.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.18
164.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.48
165.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.01
166.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.91
167.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.07
169.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.01
170.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,70.43
172.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,48.19
173.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.61
174.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.19
175.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.04
177.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,68.82
178.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.51
180.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.78
182.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.56
184.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.65
185.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.03
187.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,49.8
188.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.71
189.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.07
190.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.18
191.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.02
192.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.64
194.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.79
196.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.27
197.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.74
198.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.46
199.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.58
201.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.81
202.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.79
202.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.52
204.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.02
204.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.32
206.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.08
208.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.26
212.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,50.87
217.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.13
307.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.6
957.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.69
1457.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.45
1757.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.93
1813.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.25
1816.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.09
1820.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.17
1828.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.46
1832.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.72
1833.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.62
1834.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.17
1841.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.89
1844.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.89
1856.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.54
1860.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,70.37
1864.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.53
1866.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,69.9
1867.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.26
1869.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.28
1871.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.42
1871.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.91
1873.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.56
1875.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.88
1877.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.4
1878.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.58
1879.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.66
1880.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.16
1882.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.63
1883.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.26
1884.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.76
1886.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,52.62
1887.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,46.95
1888.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.72
1889.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.93
1891.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.9
1892.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.42
1893.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,67.54
1894.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.02
1895.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,51.54
1896.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.32
1898.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.46
1899.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.87
1900.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.14
1901.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.66
1901.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.02
1903.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.01
1904.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.11
1905.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.42
1905.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.75
1907.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.77
1908.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.93
1908.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.98
1909.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.9
1910.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,48.54
1911.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.94
1912.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.35
1914.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.7
1914.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,67.68
1916.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,73.89
1917.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.9
1919.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.17
1919.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.52
1920.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.42
1920.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.67
1921.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.62
1923.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.46
1924.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.25
1925.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.18
1926.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,52.71
1926.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.09
1927.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.42
1928.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.5
1930.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.5
1930.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,52.54
1931.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.31
1933.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.63
1935.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.23
1937.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.55
1939.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.23
1941.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.66
1942.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.31
1943.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.46
1943.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.77
1944.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.04
1946.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.87
1947.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.75
2009.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.8
2069.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.6
2164.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.0
2204.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.51
2205.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.05
2206.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.49
2207.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.1
2208.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.99
2210.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.0
2210.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.98
2212.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.52
2213.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.86
2215.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.42
2216.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.67
2218.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.18
2219.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.59
2219.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.69
2221.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.45
2223.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.5
2225.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.75
2227.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.5
2228.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.28
2230.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.2
2231.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.11
2233.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.65
2233.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.24
2235.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.99
2237.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.76
2237.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.98
2238.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.76
2240.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.25
2242.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.26
2243.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.52
2244.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.96
2246.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.46
2248.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.84
2249.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.57
2249.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,71.64
2251.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.69
2251.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,52.05
2253.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.97
2254.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.28
2255.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.4
2257.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.09
2259.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.39
2261.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,50.65
2263.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,51.69
2264.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.58
2265.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.22
2265.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.05
2267.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.99
2268.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.96
2270.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,67.9
2270.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.91
2272.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.57
2274.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.72
2275.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,49.2
2277.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.64
2279.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.85
2281.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.35
2282.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.79
2284.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,68.48
2285.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.29
2286.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.19
2287.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.62
2288.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.0
2290.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.23
2292.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.3
2293.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.2
2294.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.16
2296.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,69.66
2297.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.92
2298.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.94
2299.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.3
2301.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.85
2302.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,50.96
2304.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.28
2306.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.08
2306.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.08
2307.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,51.21
2309.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.86
2310.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.37
2311.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.5
2313.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.74
2315.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.42
2316.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,47.02
2356.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,50.2
2441.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.18
2445.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.65
2450.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.07
2453.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.79
2458.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.16
2459.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.1
2459.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,67.93
2461.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.89
2465.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.96
2465.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.57
2479.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,67.32
2480.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.14
2481.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,50.98
2486.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.5
2488.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.64
2489.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.95
2490.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.63
2491.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.93
2492.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,56.5
2496.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.16
2508.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.3
2510.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.88
2519.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.4
2523.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.44
2525.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.34
2528.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.14
2530.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,50.67
2534.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.97
2536.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.33
2540.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.22
2542.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.03
3042.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,61.64
4542.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.55
5042.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.89
5117.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.55
5212.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.44
5257.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.91
5327.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.9
5363.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.96
5363.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.95
5364.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.73
5366.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.56
5366.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,55.24
5368.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.84
5370.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.97
5370.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,63.73
5371.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,66.85
5371.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,59.21
