time_ms,machine,slice,direction,src_ip,dst_ip,packet_size
2478.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,380.78
2490.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,441.24
2502.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,184.79
2506.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,591.53
2534.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,271.61
2540.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,153.96
3542.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,568.71
5052.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,826.74
5057.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,291.63
5087.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,1043.65
5117.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,130.51
5147.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,831.31
5152.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,535.94
5182.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,317.66
5202.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,164.89
5212.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,365.53
5217.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,251.36
5227.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,637.35
5257.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,348.02
5277.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,384.51
5297.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,543.17
5327.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,241.9
5332.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,952.98
5362.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,734.01
5363.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,327.62
5364.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,2170.86
5373.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,347.58
5378.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,364.22
5383.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,2150.23
5385.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,453.88
5413.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,314.77
5420.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,539.09
5456.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,398.71
5467.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,327.19
5470.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,620.52
5473.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,587.79
5483.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,898.25
5524.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,418.45
5544.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,1553.63
5554.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,255.23
5564.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,1023.46
5584.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,549.61
5604.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,584.15
5634.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,227.7
5650.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,112.36
5670.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,1298.03
5675.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,303.23
5695.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,525.41
5700.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,1009.26
5720.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,218.95
5750.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,641.75
5755.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,392.31
5785.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,347.14
5807.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,580.71
5810.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,124.72
5825.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,1081.72
5832.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,615.79
5851.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,391.23
5852.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,271.02
5854.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,88.98
5890.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,353.21
5892.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,348.52
5901.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,589.46
5917.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,499.69
6532.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,248.08
6535.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,921.69
6543.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,169.55
6544.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,332.05
6552.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,292.82
6569.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,1092.14
6572.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,495.99
6583.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,453.02
6588.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,953.01
6591.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,462.16
6599.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,519.43
6606.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,383.35
6617.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,564.77
6621.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,614.64
6632.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,255.21
6640.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,329.94
6649.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,303.2
6658.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,354.77
8829.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,525.21
9054.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,308.14
9084.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,304.33
9124.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,327.94
9179.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,284.62
9193.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,1053.31
9195.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,515.05
9204.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,350.5
9215.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,513.98
9218.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,1131.4
9236.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,537.04
9251.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,1086.95
9253.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,217.18
9258.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,467.88
9262.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,505.81
9271.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,1313.55
9288.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,290.47
9320.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,322.85
9321.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,356.9
9324.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,443.2
9326.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,3697.01
9338.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,555.84
9338.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,316.04
9339.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,1031.64
9342.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,688.28
9349.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,440.72
9378.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,246.47
9381.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,397.44
9395.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,209.67
9399.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,546.17
9408.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,480.3
9412.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,1115.82
9416.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,470.55
9427.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,723.28
9431.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,297.4
9438.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,1544.59
9443.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,359.68
