time_ms,machine,slice,direction,src_ip,dst_ip,packet_size
2230.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.05
2235.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.4
2238.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.92
2259.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,55.86
2268.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.33
2275.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.2
2281.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.04
2282.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.82
2287.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.65
2299.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.27
2306.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.78
2309.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,63.41
2310.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.04
2315.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.37
2396.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,75.31
2426.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.68
2441.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.1
2443.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,62.84
2444.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.5
2445.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.46
2446.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.61
2448.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.49
2449.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.98
2450.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.31
2452.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.94
2453.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,72.37
2454.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.75
2456.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.54
2458.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.03
2459.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,55.97
2459.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,59.62
2460.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,61.55
2461.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.29
2462.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.11
2464.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.18
2464.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.73
2465.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.11
2465.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,73.9
2467.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.54
2469.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.52
2470.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.94
2470.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.62
2471.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,50.72
2473.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.45
2475.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,75.42
2476.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.12
2477.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,61.88
2478.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.31
2478.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,53.11
2479.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,74.53
2480.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.88
2481.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.34
2483.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.29
2484.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,75.38
2486.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.35
2488.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,62.51
2489.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.34
2490.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.31
2491.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.4
2492.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.51
2492.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.74
2493.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.53
2494.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.17
2496.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.5
2497.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,48.35
2499.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.95
2499.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.42
2500.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,58.59
2502.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.23
2503.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.47
2505.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.08
2506.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.17
2506.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.95
2508.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.79
2510.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,75.77
2510.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.85
2511.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.64
2512.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,68.45
2513.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.84
2515.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,78.29
2517.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,63.1
2519.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,68.59
2521.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.46
2522.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.78
2523.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.52
2525.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,52.7
2526.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.89
2527.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,67.47
2528.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,67.5
2530.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.59
2531.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,71.94
2533.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.13
2534.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,81.69
2534.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.33
2536.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.21
2538.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,61.46
2540.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.64
2540.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.96
2542.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,76.05
3042.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.72
3542.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.36
5042.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.84
5152.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.08
5182.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.02
5202.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.89
5257.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.96
5332.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,64.17
5363.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.86
5370.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,45.06
5383.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,65.71
5385.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,58.86
5389.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,63.38
5391.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,56.22
5394.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.97
5396.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.12
5402.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.27
5405.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,73.82
5413.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.18
5416.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.4
5419.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.35
5420.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.22
5421.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.35
5429.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,66.98
5433.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.42
5439.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.39
5445.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.76
5447.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,75.75
5449.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.63
5456.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.62
5467.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.96
5469.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.8
5479.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.76
5483.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,54.31
5484.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.36
5489.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.23
5492.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.98
5495.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.6
5496.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.64
5497.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.68
5499.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.68
5501.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.79
5502.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.57
5504.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.88
5564.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,68.26
5584.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.29
5634.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.04
5634.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.16
5635.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,57.16
5636.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.11
5637.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.0
5637.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.0
5639.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,66.58
5641.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,79.9
5642.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.49
5643.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.08
5644.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.6
5645.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.43
5670.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,75.41
5675.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.12
5755.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,52.74
5807.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,76.06
5809.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.66
5810.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.93
5811.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.37
5813.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,78.23
5813.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.46
5814.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.14
5816.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.64
5818.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.36
5818.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.93
5819.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,70.7
5821.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.78
5822.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,52.47
5822.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.28
5823.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.53
5825.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.38
5826.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.55
5827.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.79
5828.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.8
5830.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.18
5832.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.06
5833.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.84
5834.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,49.93
5835.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,55.53
5836.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.59
5837.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.23
5838.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.43
5840.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.47
5841.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,80.29
5843.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.91
5843.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.09
5845.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.99
5847.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.34
5847.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,64.46
5849.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.6
5851.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,50.83
5852.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,63.01
5854.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.08
5855.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.46
5857.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.0
5858.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.65
5860.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.37
5861.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.78
5863.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.01
5865.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,66.16
5866.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.37
5867.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.74
5869.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,67.85
5869.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.27
5870.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,79.06
5872.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.97
5872.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.17
5874.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,68.58
5875.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.14
5876.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,78.03
5877.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.03
5878.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.49
5879.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,76.84
5880.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.12
5881.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.19
5882.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.1
5884.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.75
5885.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,70.41
5886.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.29
5888.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,54.73
5890.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,53.98
5890.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.04
5892.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,75.39
5894.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,75.04
5895.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.26
5896.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,79.15
5896.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.74
5898.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,63.12
5900.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,61.49
5901.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,74.04
5903.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.09
5905.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.48
5906.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.1
5908.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.19
5909.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.76
5911.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,79.01
5912.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,70.66
5912.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.42
5914.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,78.88
5915.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.42
5917.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.07
