Time,Source,Destination,Length
15.3,172.30.1.250,172.30.1.1,9
15.4,172.30.1.1,172.30.1.250,79
15.5,172.30.1.250,172.30.1.1,12
15.6,172.30.1.1,172.30.1.250,27
15.7,172.30.1.250,172.30.1.1,16
15.8,172.30.1.250,172.30.1.1,8
15.9,172.30.1.250,172.30.1.1,47
16.0,172.30.1.1,172.30.1.250,56
16.1,172.30.1.250,172.30.1.1,90
16.2,172.30.1.1,172.30.1.250,83
16.3,172.30.1.250,172.30.1.1,85
16.4,172.30.1.250,172.30.1.1,38
16.5,172.30.1.250,172.30.1.1,13
16.6,172.30.1.250,172.30.1.1,17
16.7,172.30.1.1,172.30.1.250,13
16.8,172.30.1.250,172.30.1.1,19
16.9,172.30.1.1,172.30.1.250,77
17.0,172.30.1.1,172.30.1.250,43
17.1,172.30.1.1,172.30.1.250,81
17.2,172.30.1.250,172.30.1.1,64
17.3,172.30.1.1,172.30.1.250,6
17.4,172.30.1.1,172.30.1.250,54
17.5,172.30.1.250,172.30.1.1,5
17.6,172.30.1.1,172.30.1.250,98
17.7,172.30.1.1,172.30.1.250,33
17.8,172.30.1.1,172.30.1.250,56
17.9,172.30.1.250,172.30.1.1,54
18.0,172.30.1.250,172.30.1.1,14
18.1,172.30.1.1,172.30.1.250,88
18.2,172.30.1.250,172.30.1.1,69
18.3,172.30.1.1,172.30.1.250,47
18.4,172.30.1.250,172.30.1.1,18
18.5,172.30.1.1,172.30.1.250,5
18.6,172.30.1.1,172.30.1.250,5
18.7,172.30.1.250,172.30.1.1,26
18.8,172.30.1.250,172.30.1.1,85
18.9,172.30.1.1,172.30.1.250,99
19.0,172.30.1.250,172.30.1.1,52
19.1,172.30.1.250,172.30.1.1,95
19.2,172.30.1.1,172.30.1.250,30
19.3,172.30.1.250,172.30.1.1,22
19.4,172.30.1.250,172.30.1.1,3
19.5,172.30.1.1,172.30.1.250,42
19.6,172.30.1.250,172.30.1.1,52
19.7,172.30.1.250,172.30.1.1,94
19.8,172.30.1.250,172.30.1.1,34
19.9,172.30.1.1,172.30.1.250,89
20.0,172.30.1.1,172.30.1.250,4
20.1,172.30.1.250,172.30.1.1,28
20.2,172.30.1.1,172.30.1.250,58
20.3,172.30.1.1,172.30.1.250,29
20.4,172.30.1.1,172.30.1.250,84
20.5,172.30.1.1,172.30.1.250,42
20.6,172.30.1.1,172.30.1.250,8
20.7,172.30.1.250,172.30.1.1,35
20.8,172.30.1.1,172.30.1.250,65
20.9,172.30.1.1,172.30.1.250,68
21.0,172.30.1.1,172.30.1.250,3
21.1,172.30.1.1,172.30.1.250,33
21.2,172.30.1.1,172.30.1.250,33
21.3,172.30.1.1,172.30.1.250,76
21.4,172.30.1.1,172.30.1.250,93
21.5,172.30.1.250,172.30.1.1,55
21.6,172.30.1.250,172.30.1.1,65
21.7,172.30.1.1,172.30.1.250,73
21.8,172.30.1.1,172.30.1.250,5
21.9,172.30.1.250,172.30.1.1,0
22.0,172.30.1.250,172.30.1.1,68
22.1,172.30.1.250,172.30.1.1,94
22.2,172.30.1.250,172.30.1.1,25
22.3,172.30.1.1,172.30.1.250,8
22.4,172.30.1.250,172.30.1.1,42
22.5,172.30.1.250,172.30.1.1,84
22.6,172.30.1.250,172.30.1.1,92
22.7,172.30.1.250,172.30.1.1,64
22.8,172.30.1.1,172.30.1.250,52
22.9,172.30.1.1,172.30.1.250,89
23.0,172.30.1.1,172.30.1.250,16
23.1,172.30.1.1,172.30.1.250,85
23.2,172.30.1.250,172.30.1.1,86
23.3,172.30.1.250,172.30.1.1,22
23.4,172.30.1.250,172.30.1.1,38
23.5,172.30.1.1,172.30.1.250,0
23.6,172.30.1.1,172.30.1.250,26
23.7,172.30.1.1,172.30.1.250,74
23.8,172.30.1.250,172.30.1.1,41
23.9,172.30.1.1,172.30.1.250,56
24.0,172.30.1.250,172.30.1.1,65
24.1,172.30.1.1,172.30.1.250,94
24.2,172.30.1.1,172.30.1.250,10
24.3,172.30.1.1,172.30.1.250,84
24.4,172.30.1.250,172.30.1.1,42
24.5,172.30.1.1,172.30.1.250,96
24.6,172.30.1.1,172.30.1.250,39
24.7,172.30.1.1,172.30.1.250,25
24.8,172.30.1.1,172.30.1.250,5
24.9,172.30.1.1,172.30.1.250,60
25.0,172.30.1.250,172.30.1.1,98
25.1,172.30.1.1,172.30.1.250,53
25.2,172.30.1.250,172.30.1.1,73
25.3,172.30.1.1,172.30.1.250,89
25.4,172.30.1.1,172.30.1.250,51
25.5,172.30.1.1,172.30.1.250,83
25.6,172.30.1.250,172.30.1.1,96
25.7,172.30.1.250,172.30.1.1,13
25.8,172.30.1.250,172.30.1.1,28
25.9,172.30.1.1,172.30.1.250,89
26.0,172.30.1.250,172.30.1.1,6
26.1,172.30.1.250,172.30.1.1,15
26.2,172.30.1.1,172.30.1.250,59
26.3,172.30.1.250,172.30.1.1,71
26.4,172.30.1.250,172.30.1.1,96
26.5,172.30.1.250,172.30.1.1,78
26.6,172.30.1.250,172.30.1.1,64
26.7,172.30.1.1,172.30.1.250,70
26.8,172.30.1.1,172.30.1.250,20
26.9,172.30.1.250,172.30.1.1,60
27.0,172.30.1.1,172.30.1.250,96
27.1,172.30.1.1,172.30.1.250,81
27.2,172.30.1.1,172.30.1.250,99
27.3,172.30.1.250,172.30.1.1,80
27.4,172.30.1.1,172.30.1.250,56
27.5,172.30.1.1,172.30.1.250,36
27.6,172.30.1.1,172.30.1.250,42
27.7,172.30.1.1,172.30.1.250,69
27.8,172.30.1.1,172.30.1.250,19
27.9,172.30.1.1,172.30.1.250,88
28.0,172.30.1.1,172.30.1.250,27
28.1,172.30.1.1,172.30.1.250,52
28.2,172.30.1.1,172.30.1.250,59
28.3,172.30.1.1,172.30.1.250,26
28.4,172.30.1.250,172.30.1.1,49
28.5,172.30.1.250,172.30.1.1,74
28.6,172.30.1.250,172.30.1.1,2
28.7,172.30.1.250,172.30.1.1,97
28.8,172.30.1.250,172.30.1.1,61
28.9,172.30.1.1,172.30.1.250,45
29.0,172.30.1.1,172.30.1.250,49
29.1,172.30.1.250,172.30.1.1,53
29.2,172.30.1.250,172.30.1.1,94
29.3,172.30.1.250,172.30.1.1,77
29.4,172.30.1.250,172.30.1.1,62
29.5,172.30.1.1,172.30.1.250,55
29.6,172.30.1.1,172.30.1.250,49
29.7,172.30.1.1,172.30.1.250,86
29.8,172.30.1.250,172.30.1.1,92
29.9,172.30.1.1,172.30.1.250,59
30.0,172.30.1.250,172.30.1.1,79
30.1,172.30.1.250,172.30.1.1,50
30.2,172.30.1.250,172.30.1.1,84
30.3,172.30.1.1,172.30.1.250,82
30.4,172.30.1.1,172.30.1.250,59
30.5,172.30.1.1,172.30.1.250,33
30.6,172.30.1.1,172.30.1.250,27
30.7,172.30.1.1,172.30.1.250,43
30.8,172.30.1.250,172.30.1.1,48
30.9,172.30.1.1,172.30.1.250,53
31.0,172.30.1.1,172.30.1.250,10
31.1,172.30.1.1,172.30.1.250,95
31.2,172.30.1.250,172.30.1.1,44
31.3,172.30.1.1,172.30.1.250,8
31.4,172.30.1.250,172.30.1.1,83
31.5,172.30.1.1,172.30.1.250,3
31.6,172.30.1.250,172.30.1.1,25
31.7,172.30.1.250,172.30.1.1,79
31.8,172.30.1.1,172.30.1.250,16
31.9,172.30.1.1,172.30.1.250,14
32.0,172.30.1.250,172.30.1.1,27
32.1,172.30.1.1,172.30.1.250,32
32.2,172.30.1.250,172.30.1.1,21
32.3,172.30.1.250,172.30.1.1,95
32.4,172.30.1.250,172.30.1.1,99
32.5,172.30.1.250,172.30.1.1,39
32.6,172.30.1.1,172.30.1.250,3
32.7,172.30.1.250,172.30.1.1,73
32.8,172.30.1.250,172.30.1.1,48
32.9,172.30.1.1,172.30.1.250,91
33.0,172.30.1.1,172.30.1.250,75
33.1,172.30.1.250,172.30.1.1,80
33.2,172.30.1.1,172.30.1.250,89
33.3,172.30.1.250,172.30.1.1,87
33.4,172.30.1.250,172.30.1.1,15
33.5,172.30.1.250,172.30.1.1,72
33.6,172.30.1.250,172.30.1.1,44
33.7,172.30.1.250,172.30.1.1,84
33.8,172.30.1.1,172.30.1.250,64
33.9,172.30.1.250,172.30.1.1,1
34.0,172.30.1.250,172.30.1.1,62
34.1,172.30.1.1,172.30.1.250,46
34.2,172.30.1.250,172.30.1.1,58
34.3,172.30.1.250,172.30.1.1,55
34.4,172.30.1.1,172.30.1.250,66
34.5,172.30.1.250,172.30.1.1,34
34.6,172.30.1.250,172.30.1.1,68
34.7,172.30.1.250,172.30.1.1,59
34.8,172.30.1.1,172.30.1.250,93
34.9,172.30.1.250,172.30.1.1,41
35.0,172.30.1.250,172.30.1.1,11
35.1,172.30.1.1,172.30.1.250,57
35.2,172.30.1.1,172.30.1.250,59
35.3,172.30.1.250,172.30.1.1,85
35.4,172.30.1.1,172.30.1.250,3
35.5,172.30.1.1,172.30.1.250,41
35.6,172.30.1.1,172.30.1.250,27
35.7,172.30.1.1,172.30.1.250,33
35.8,172.30.1.1,172.30.1.250,76
35.9,172.30.1.250,172.30.1.1,35
36.0,172.30.1.250,172.30.1.1,66
36.1,172.30.1.250,172.30.1.1,10
36.2,172.30.1.1,172.30.1.250,52
36.3,172.30.1.1,172.30.1.250,97
36.4,172.30.1.1,172.30.1.250,60
36.5,172.30.1.250,172.30.1.1,62
36.6,172.30.1.1,172.30.1.250,2
36.7,172.30.1.1,172.30.1.250,28
36.8,172.30.1.1,172.30.1.250,31
36.9,172.30.1.1,172.30.1.250,74
37.0,172.30.1.1,172.30.1.250,70
37.1,172.30.1.250,172.30.1.1,54
37.2,172.30.1.250,172.30.1.1,70
37.3,172.30.1.1,172.30.1.250,89
37.4,172.30.1.1,172.30.1.250,39
37.5,172.30.1.1,172.30.1.250,15
37.6,172.30.1.250,172.30.1.1,40
37.7,172.30.1.1,172.30.1.250,68
37.8,172.30.1.250,172.30.1.1,88
37.9,172.30.1.1,172.30.1.250,27
38.0,172.30.1.250,172.30.1.1,35
38.1,172.30.1.250,172.30.1.1,97
38.2,172.30.1.250,172.30.1.1,36
38.3,172.30.1.250,172.30.1.1,24
38.4,172.30.1.1,172.30.1.250,46
38.5,172.30.1.1,172.30.1.250,1
38.6,172.30.1.250,172.30.1.1,16
38.7,172.30.1.1,172.30.1.250,6
38.8,172.30.1.250,172.30.1.1,89
38.9,172.30.1.250,172.30.1.1,81
39.0,172.30.1.250,172.30.1.1,62
39.1,172.30.1.1,172.30.1.250,1
39.2,172.30.1.250,172.30.1.1,60
39.3,172.30.1.1,172.30.1.250,43
39.4,172.30.1.1,172.30.1.250,6
39.5,172.30.1.1,172.30.1.250,61
39.6,172.30.1.1,172.30.1.250,8
39.7,172.30.1.1,172.30.1.250,9
39.8,172.30.1.250,172.30.1.1,87
39.9,172.30.1.1,172.30.1.250,19
40.0,172.30.1.250,172.30.1.1,38
40.1,172.30.1.1,172.30.1.250,31
40.2,172.30.1.1,172.30.1.250,97
40.3,172.30.1.1,172.30.1.250,76
40.4,172.30.1.250,172.30.1.1,28
40.5,172.30.1.250,172.30.1.1,48
40.6,172.30.1.1,172.30.1.250,56
40.7,172.30.1.1,172.30.1.250,75
40.8,172.30.1.250,172.30.1.1,39
40.9,172.30.1.250,172.30.1.1,7
41.0,172.30.1.250,172.30.1.1,94
41.1,172.30.1.1,172.30.1.250,97
41.2,172.30.1.1,172.30.1.250,27
41.3,172.30.1.1,172.30.1.250,10
41.4,172.30.1.1,172.30.1.250,22
41.5,172.30.1.250,172.30.1.1,20
41.6,172.30.1.1,172.30.1.250,57
41.7,172.30.1.250,172.30.1.1,60
41.8,172.30.1.1,172.30.1.250,29
41.9,172.30.1.1,172.30.1.250,36
42.0,172.30.1.250,172.30.1.1,58
42.1,172.30.1.1,172.30.1.250,29
42.2,172.30.1.250,172.30.1.1,100
42.3,172.30.1.250,172.30.1.1,75
42.4,172.30.1.250,172.30.1.1,25
42.5,172.30.1.1,172.30.1.250,69
42.6,172.30.1.1,172.30.1.250,19
42.7,172.30.1.250,172.30.1.1,18
42.8,172.30.1.1,172.30.1.250,21
42.9,172.30.1.250,172.30.1.1,76
43.0,172.30.1.250,172.30.1.1,72
43.1,172.30.1.250,172.30.1.1,56
43.2,172.30.1.1,172.30.1.250,88
43.3,172.30.1.1,172.30.1.250,51
43.4,172.30.1.250,172.30.1.1,64
43.5,172.30.1.250,172.30.1.1,56
43.6,172.30.1.1,172.30.1.250,5
43.7,172.30.1.250,172.30.1.1,94
43.8,172.30.1.1,172.30.1.250,32
43.9,172.30.1.1,172.30.1.250,29
44.0,172.30.1.250,172.30.1.1,73
44.1,172.30.1.250,172.30.1.1,2
44.2,172.30.1.250,172.30.1.1,86
44.3,172.30.1.250,172.30.1.1,73
44.4,172.30.1.1,172.30.1.250,96
44.5,172.30.1.1,172.30.1.250,66
44.6,172.30.1.250,172.30.1.1,35
44.7,172.30.1.1,172.30.1.250,74
44.8,172.30.1.1,172.30.1.250,62
44.9,172.30.1.250,172.30.1.1,60
45.0,172.30.1.1,172.30.1.250,42
45.1,172.30.1.1,172.30.1.250,13
45.2,172.30.1.250,172.30.1.1,42
45.3,172.30.1.1,172.30.1.250,63
45.4,172.30.1.1,172.30.1.250,51
45.5,172.30.1.250,172.30.1.1,70
45.6,172.30.1.1,172.30.1.250,11
45.7,172.30.1.1,172.30.1.250,41
45.8,172.30.1.1,172.30.1.250,98
45.9,172.30.1.1,172.30.1.250,65
46.0,172.30.1.250,172.30.1.1,0
46.1,172.30.1.250,172.30.1.1,69
46.2,172.30.1.1,172.30.1.250,6
46.3,172.30.1.1,172.30.1.250,46
46.4,172.30.1.250,172.30.1.1,63
46.5,172.30.1.250,172.30.1.1,97
46.6,172.30.1.1,172.30.1.250,34
46.7,172.30.1.250,172.30.1.1,36
46.8,172.30.1.1,172.30.1.250,89
46.9,172.30.1.1,172.30.1.250,3
47.0,172.30.1.250,172.30.1.1,77
47.1,172.30.1.250,172.30.1.1,90
47.2,172.30.1.1,172.30.1.250,70
47.3,172.30.1.1,172.30.1.250,52
47.4,172.30.1.1,172.30.1.250,14
47.5,172.30.1.1,172.30.1.250,15
47.6,172.30.1.250,172.30.1.1,19
47.7,172.30.1.1,172.30.1.250,91
47.8,172.30.1.1,172.30.1.250,90
47.9,172.30.1.1,172.30.1.250,61
48.0,172.30.1.250,172.30.1.1,31
48.1,172.30.1.1,172.30.1.250,18
48.2,172.30.1.1,172.30.1.250,76
48.3,172.30.1.250,172.30.1.1,17
48.4,172.30.1.250,172.30.1.1,35
48.5,172.30.1.250,172.30.1.1,53
48.6,172.30.1.1,172.30.1.250,100
48.7,172.30.1.250,172.30.1.1,0
48.8,172.30.1.1,172.30.1.250,38
48.9,172.30.1.250,172.30.1.1,74
49.0,172.30.1.250,172.30.1.1,62
49.1,172.30.1.250,172.30.1.1,57
49.2,172.30.1.250,172.30.1.1,44
49.3,172.30.1.1,172.30.1.250,97
49.4,172.30.1.250,172.30.1.1,58
49.5,172.30.1.250,172.30.1.1,24
49.6,172.30.1.250,172.30.1.1,30
49.7,172.30.1.250,172.30.1.1,29
49.8,172.30.1.250,172.30.1.1,52
49.9,172.30.1.1,172.30.1.250,95
50.0,172.30.1.1,172.30.1.250,48
50.1,172.30.1.1,172.30.1.250,84
50.2,172.30.1.250,172.30.1.1,83
50.3,172.30.1.250,172.30.1.1,63
50.4,172.30.1.250,172.30.1.1,16
50.5,172.30.1.250,172.30.1.1,75
50.6,172.30.1.1,172.30.1.250,12
50.7,172.30.1.250,172.30.1.1,56
50.8,172.30.1.1,172.30.1.250,58
50.9,172.30.1.1,172.30.1.250,18
51.0,172.30.1.1,172.30.1.250,83
51.1,172.30.1.250,172.30.1.1,9
51.2,172.30.1.1,172.30.1.250,33
51.3,172.30.1.1,172.30.1.250,88
51.4,172.30.1.1,172.30.1.250,10
51.5,172.30.1.250,172.30.1.1,86
51.6,172.30.1.250,172.30.1.1,48
51.7,172.30.1.250,172.30.1.1,80
51.8,172.30.1.250,172.30.1.1,97
51.9,172.30.1.1,172.30.1.250,69
52.0,172.30.1.1,172.30.1.250,8
52.1,172.30.1.1,172.30.1.250,87
52.2,172.30.1.250,172.30.1.1,29
52.3,172.30.1.250,172.30.1.1,55
52.4,172.30.1.250,172.30.1.1,97
52.5,172.30.1.250,172.30.1.1,12
52.6,172.30.1.1,172.30.1.250,88
52.7,172.30.1.1,172.30.1.250,3
52.8,172.30.1.1,172.30.1.250,7
52.9,172.30.1.1,172.30.1.250,47
53.0,172.30.1.1,172.30.1.250,31
53.1,172.30.1.250,172.30.1.1,72
53.2,172.30.1.250,172.30.1.1,23
53.3,172.30.1.1,172.30.1.250,10
53.4,172.30.1.250,172.30.1.1,48
53.5,172.30.1.250,172.30.1.1,30
53.6,172.30.1.1,172.30.1.250,74
53.7,172.30.1.1,172.30.1.250,59
53.8,172.30.1.250,172.30.1.1,58
53.9,172.30.1.1,172.30.1.250,1
54.0,172.30.1.250,172.30.1.1,59
54.1,172.30.1.250,172.30.1.1,86
54.2,172.30.1.250,172.30.1.1,9
54.3,172.30.1.1,172.30.1.250,44
54.4,172.30.1.250,172.30.1.1,38
54.5,172.30.1.250,172.30.1.1,54
54.6,172.30.1.250,172.30.1.1,58
54.7,172.30.1.250,172.30.1.1,25
54.8,172.30.1.250,172.30.1.1,61
54.9,172.30.1.1,172.30.1.250,48
55.0,172.30.1.250,172.30.1.1,73
55.1,172.30.1.1,172.30.1.250,89
55.2,172.30.1.1,172.30.1.250,84
55.3,172.30.1.1,172.30.1.250,1
55.4,172.30.1.250,172.30.1.1,87
55.5,172.30.1.250,172.30.1.1,6
55.6,172.30.1.250,172.30.1.1,95
55.7,172.30.1.1,172.30.1.250,36
55.8,172.30.1.250,172.30.1.1,29
55.9,172.30.1.250,172.30.1.1,45
56.0,172.30.1.1,172.30.1.250,24
56.1,172.30.1.250,172.30.1.1,86
56.2,172.30.1.250,172.30.1.1,98
56.3,172.30.1.250,172.30.1.1,17
56.4,172.30.1.250,172.30.1.1,80
56.5,172.30.1.250,172.30.1.1,39
56.6,172.30.1.250,172.30.1.1,4
56.7,172.30.1.250,172.30.1.1,93
56.8,172.30.1.1,172.30.1.250,37
56.9,172.30.1.1,172.30.1.250,53
57.0,172.30.1.1,172.30.1.250,16
57.1,172.30.1.250,172.30.1.1,46
57.2,172.30.1.250,172.30.1.1,34
57.3,172.30.1.250,172.30.1.1,32
57.4,172.30.1.250,172.30.1.1,61
57.5,172.30.1.250,172.30.1.1,37
57.6,172.30.1.250,172.30.1.1,43
57.7,172.30.1.250,172.30.1.1,59
57.8,172.30.1.250,172.30.1.1,18
57.9,172.30.1.250,172.30.1.1,28
58.0,172.30.1.250,172.30.1.1,92
58.1,172.30.1.250,172.30.1.1,50
58.2,172.30.1.250,172.30.1.1,71
58.3,172.30.1.1,172.30.1.250,50
58.4,172.30.1.1,172.30.1.250,68
58.5,172.30.1.1,172.30.1.250,47
58.6,172.30.1.250,172.30.1.1,86
58.7,172.30.1.1,172.30.1.250,48
58.8,172.30.1.250,172.30.1.1,47
58.9,172.30.1.1,172.30.1.250,29
59.0,172.30.1.1,172.30.1.250,79
59.1,172.30.1.250,172.30.1.1,71
59.2,172.30.1.1,172.30.1.250,78
59.3,172.30.1.1,172.30.1.250,8
59.4,172.30.1.250,172.30.1.1,59
59.5,172.30.1.250,172.30.1.1,38
59.6,172.30.1.250,172.30.1.1,14
59.7,172.30.1.1,172.30.1.250,4
59.8,172.30.1.1,172.30.1.250,63
59.9,172.30.1.1,172.30.1.250,30
60.0,172.30.1.250,172.30.1.1,17
60.1,172.30.1.1,172.30.1.250,47
60.2,172.30.1.250,172.30.1.1,95
60.3,172.30.1.250,172.30.1.1,69
60.4,172.30.1.1,172.30.1.250,95
60.5,172.30.1.250,172.30.1.1,53
60.6,172.30.1.250,172.30.1.1,62
60.7,172.30.1.250,172.30.1.1,35
60.8,172.30.1.1,172.30.1.250,47
60.9,172.30.1.1,172.30.1.250,56
61.0,172.30.1.250,172.30.1.1,46
61.1,172.30.1.1,172.30.1.250,87
61.2,172.30.1.1,172.30.1.250,82
61.3,172.30.1.1,172.30.1.250,50
61.4,172.30.1.1,172.30.1.250,15
61.5,172.30.1.250,172.30.1.1,58
61.6,172.30.1.1,172.30.1.250,27
61.7,172.30.1.250,172.30.1.1,76
61.8,172.30.1.250,172.30.1.1,6
61.9,172.30.1.250,172.30.1.1,31
62.0,172.30.1.250,172.30.1.1,100
62.1,172.30.1.250,172.30.1.1,8
62.2,172.30.1.250,172.30.1.1,70
62.3,172.30.1.1,172.30.1.250,27
62.4,172.30.1.250,172.30.1.1,29
62.5,172.30.1.1,172.30.1.250,18
62.6,172.30.1.250,172.30.1.1,76
62.7,172.30.1.1,172.30.1.250,18
62.8,172.30.1.250,172.30.1.1,69
62.9,172.30.1.1,172.30.1.250,22
63.0,172.30.1.1,172.30.1.250,3
63.1,172.30.1.1,172.30.1.250,45
63.2,172.30.1.250,172.30.1.1,30
63.3,172.30.1.250,172.30.1.1,2
63.4,172.30.1.1,172.30.1.250,6
