sim_step,cell_id,dl_load,allocated_prb,max_prb
69,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
70,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
71,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
72,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
73,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
74,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
75,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
76,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
77,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
78,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
79,bs_1_cell_mid_freq,0.926605504587156,202.0,218.0
80,bs_1_cell_mid_freq,0.926605504587156,202.0,218.0
81,bs_1_cell_mid_freq,0.926605504587156,202.0,218.0
82,bs_1_cell_mid_freq,0.926605504587156,202.0,218.0
83,bs_1_cell_mid_freq,0.926605504587156,202.0,218.0
84,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
85,bs_1_cell_mid_freq,0.926605504587156,202.0,218.0
86,bs_1_cell_mid_freq,0.926605504587156,202.0,218.0
87,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
88,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
89,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
90,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
91,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
92,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
93,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
94,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
95,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
96,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
97,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
98,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
99,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
100,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
101,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
102,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
103,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
104,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
105,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
106,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
107,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
108,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
109,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
110,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
111,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
112,bs_1_cell_mid_freq,0.9541284403669725,208.0,218.0
113,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
114,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
115,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
116,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
117,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
118,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
119,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
120,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
121,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
122,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
123,bs_1_cell_mid_freq,0.9541284403669725,208.0,218.0
124,bs_1_cell_mid_freq,0.9541284403669725,208.0,218.0
125,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
126,bs_1_cell_mid_freq,0.9541284403669725,208.0,218.0
127,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
128,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
129,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
130,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
131,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
132,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
133,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
134,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
135,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
136,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
137,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
138,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
139,bs_1_cell_mid_freq,0.9541284403669725,208.0,218.0
140,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
141,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
142,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
143,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
144,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
145,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
146,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
147,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
148,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
149,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
150,bs_1_cell_mid_freq,0.8899082568807339,194.0,218.0
151,bs_1_cell_mid_freq,0.8899082568807339,194.0,218.0
152,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
153,bs_1_cell_mid_freq,0.9541284403669725,208.0,218.0
154,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
155,bs_1_cell_mid_freq,0.9541284403669725,208.0,218.0
156,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
157,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
158,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
159,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
160,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
161,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
162,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
163,bs_1_cell_mid_freq,0.9541284403669725,208.0,218.0
164,bs_1_cell_mid_freq,0.9541284403669725,208.0,218.0
165,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
166,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
167,bs_1_cell_mid_freq,0.9541284403669725,208.0,218.0
168,bs_1_cell_mid_freq,0.9403669724770642,205.0,218.0
169,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
170,bs_1_cell_mid_freq,0.9403669724770642,205.0,218.0
171,bs_1_cell_mid_freq,0.9403669724770642,205.0,218.0
172,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
173,bs_1_cell_mid_freq,0.9403669724770642,205.0,218.0
174,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
175,bs_1_cell_mid_freq,0.9174311926605505,200.0,218.0
176,bs_1_cell_mid_freq,0.9174311926605505,200.0,218.0
177,bs_1_cell_mid_freq,0.9174311926605505,200.0,218.0
178,bs_1_cell_mid_freq,0.9174311926605505,200.0,218.0
179,bs_1_cell_mid_freq,0.926605504587156,202.0,218.0
180,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
181,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
182,bs_1_cell_mid_freq,0.9174311926605505,200.0,218.0
183,bs_1_cell_mid_freq,0.926605504587156,202.0,218.0
184,bs_1_cell_mid_freq,0.926605504587156,202.0,218.0
185,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
186,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
187,bs_1_cell_mid_freq,0.926605504587156,202.0,218.0
188,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
189,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
190,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
191,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
192,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
193,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
194,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
195,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
196,bs_1_cell_mid_freq,0.9036697247706422,197.0,218.0
197,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
198,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
199,bs_1_cell_mid_freq,0.9036697247706422,197.0,218.0
200,bs_1_cell_mid_freq,0.9036697247706422,197.0,218.0
201,bs_1_cell_mid_freq,0.9036697247706422,197.0,218.0
202,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
203,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
204,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
205,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
206,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
207,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
208,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
209,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
210,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
211,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
212,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
213,bs_1_cell_mid_freq,0.9128440366972477,199.0,218.0
214,bs_1_cell_mid_freq,0.9128440366972477,199.0,218.0
215,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
216,bs_1_cell_mid_freq,0.8990825688073395,196.0,218.0
217,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
218,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
219,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
220,bs_1_cell_mid_freq,0.9220183486238532,201.0,218.0
221,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
222,bs_1_cell_mid_freq,0.8990825688073395,196.0,218.0
223,bs_1_cell_mid_freq,0.908256880733945,198.0,218.0
224,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
225,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
226,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
227,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
228,bs_1_cell_mid_freq,0.9495412844036697,207.0,218.0
229,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
230,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
231,bs_1_cell_mid_freq,0.926605504587156,202.0,218.0
232,bs_1_cell_mid_freq,0.9357798165137615,204.0,218.0
233,bs_1_cell_mid_freq,0.9036697247706422,197.0,218.0
234,bs_1_cell_mid_freq,0.9036697247706422,197.0,218.0
