sim_step,imsi,dl_bps,dl_mbps,sinr_db,cqi,dl_buffer_bytes,dl_prb_granted,dl_prb_requested,dl_latency_ms
7,IMSI_10,2597492.1218487397,2.59749212184874,-2.871194889857503,2.0,0.0,41.0,16.0,0.0
8,IMSI_0,294774.1596638655,0.2947741596638655,-2.098677832201457,3.0,0.0,2.0,1.0,0.0
8,IMSI_1,190060.39915966385,0.19006039915966386,-3.020830318908879,2.0,0.0,3.0,2.0,0.0
8,IMSI_2,190060.39915966385,0.19006039915966386,-2.980732831501172,2.0,0.0,3.0,2.0,0.0
8,IMSI_3,643382.3529411765,0.6433823529411765,3.8354131204062183,5.0,0.0,2.0,1.0,0.0
8,IMSI_4,808823.5294117647,0.8088235294117647,5.908438833281675,6.0,0.0,2.0,1.0,0.0
8,IMSI_5,294774.1596638655,0.2947741596638655,-2.216852681426628,3.0,0.0,2.0,1.0,0.0
8,IMSI_6,496323.5294117647,0.4963235294117647,0.8801820751300748,4.0,0.0,2.0,1.0,0.0
8,IMSI_7,496323.5294117647,0.4963235294117647,1.543109818763034,4.0,0.0,2.0,1.0,0.0
8,IMSI_8,643382.3529411765,0.6433823529411765,3.112280419614847,5.0,0.0,2.0,1.0,0.0
8,IMSI_9,917804.6218487395,0.9178046218487395,6.926268352156057,7.0,0.0,2.0,1.0,0.0
8,IMSI_10,1013655.462184874,1.013655462184874,-2.871194889857503,2.0,0.0,16.0,16.0,0.0
8,IMSI_11,1031709.5588235294,1.0317095588235294,-0.6764043657052283,3.0,0.0,7.0,7.0,0.0
8,IMSI_12,1013655.462184874,1.013655462184874,-3.3621668728121366,2.0,0.0,16.0,16.0,0.0
9,IMSI_0,294774.1596638655,0.2947741596638655,-2.098677832201457,3.0,0.0,2.0,1.0,0.0
9,IMSI_1,190060.39915966385,0.19006039915966386,-3.020830318908879,2.0,0.0,3.0,2.0,0.0
9,IMSI_2,190060.39915966385,0.19006039915966386,-2.980732831501172,2.0,0.0,3.0,2.0,0.0
9,IMSI_3,643382.3529411765,0.6433823529411765,3.8354131204062183,5.0,0.0,2.0,1.0,0.0
9,IMSI_4,808823.5294117647,0.8088235294117647,5.908438833281675,6.0,0.0,2.0,1.0,0.0
9,IMSI_5,294774.1596638655,0.2947741596638655,-2.216852681426628,3.0,0.0,2.0,1.0,0.0
9,IMSI_6,496323.5294117647,0.4963235294117647,0.8801820751300748,4.0,0.0,2.0,1.0,0.0
9,IMSI_7,496323.5294117647,0.4963235294117647,1.543109818763034,4.0,0.0,2.0,1.0,0.0
9,IMSI_8,643382.3529411765,0.6433823529411765,3.112280419614847,5.0,0.0,2.0,1.0,0.0
9,IMSI_9,917804.6218487395,0.9178046218487395,6.926268352156057,7.0,0.0,2.0,1.0,0.0
9,IMSI_10,696888.1302521009,0.6968881302521008,-2.871194889857503,2.0,0.0,11.0,16.0,0.0
9,IMSI_11,736935.3991596638,0.7369353991596638,-0.6764043657052283,3.0,0.0,5.0,7.0,0.0
9,IMSI_12,696888.1302521009,0.6968881302521008,-3.3621668728121366,2.0,0.0,11.0,16.0,0.0
9,IMSI_13,696888.1302521009,0.6968881302521008,-2.662411398421459,2.0,0.0,11.0,16.0,0.0
10,IMSI_0,294774.1596638655,0.2947741596638655,-2.098677832201457,3.0,0.0,2.0,1.0,0.0
10,IMSI_1,190060.39915966385,0.19006039915966386,-3.020830318908879,2.0,0.0,3.0,2.0,0.0
10,IMSI_2,190060.39915966385,0.19006039915966386,-2.980732831501172,2.0,0.0,3.0,2.0,0.0
10,IMSI_3,643382.3529411765,0.6433823529411765,3.8354131204062183,5.0,0.0,2.0,1.0,0.0
10,IMSI_4,808823.5294117647,0.8088235294117647,5.908438833281675,6.0,0.0,2.0,1.0,0.0
10,IMSI_5,294774.1596638655,0.2947741596638655,-2.216852681426628,3.0,0.0,2.0,1.0,0.0
10,IMSI_6,496323.5294117647,0.4963235294117647,0.8801820751300748,4.0,0.0,2.0,1.0,0.0
10,IMSI_7,496323.5294117647,0.4963235294117647,1.543109818763034,4.0,0.0,2.0,1.0,0.0
10,IMSI_8,643382.3529411765,0.6433823529411765,3.112280419614847,5.0,0.0,2.0,1.0,0.0
10,IMSI_9,917804.6218487395,0.9178046218487395,6.926268352156057,7.0,0.0,2.0,1.0,0.0
10,IMSI_10,506827.731092437,0.506827731092437,-2.871194889857503,2.0,0.0,8.0,16.0,0.0
10,IMSI_11,589548.319327731,0.589548319327731,-0.6764043657052283,3.0,0.0,4.0,7.0,0.0
10,IMSI_12,506827.731092437,0.506827731092437,-3.3621668728121366,2.0,0.0,8.0,16.0,0.0
10,IMSI_13,506827.731092437,0.506827731092437,-2.662411398421459,2.0,0.0,8.0,16.0,0.0
10,IMSI_14,506827.731092437,0.506827731092437,-2.868845361662036,2.0,0.0,8.0,16.0,0.0
11,IMSI_0,294774.1596638655,0.2947741596638655,-2.098677832201457,3.0,0.0,2.0,1.0,0.0
11,IMSI_1,190060.39915966385,0.19006039915966386,-3.020830318908879,2.0,0.0,3.0,2.0,0.0
11,IMSI_2,190060.39915966385,0.19006039915966386,-2.980732831501172,2.0,0.0,3.0,2.0,0.0
11,IMSI_3,643382.3529411765,0.6433823529411765,3.8354131204062183,5.0,0.0,2.0,1.0,0.0
11,IMSI_4,808823.5294117647,0.8088235294117647,5.908438833281675,6.0,0.0,2.0,1.0,0.0
11,IMSI_5,294774.1596638655,0.2947741596638655,-2.216852681426628,3.0,0.0,2.0,1.0,0.0
11,IMSI_6,496323.5294117647,0.4963235294117647,0.8801820751300748,4.0,0.0,2.0,1.0,0.0
11,IMSI_7,496323.5294117647,0.4963235294117647,1.543109818763034,4.0,0.0,2.0,1.0,0.0
11,IMSI_8,643382.3529411765,0.6433823529411765,3.112280419614847,5.0,0.0,2.0,1.0,0.0
11,IMSI_9,917804.6218487395,0.9178046218487395,6.926268352156057,7.0,0.0,2.0,1.0,0.0
11,IMSI_10,443474.26470588235,0.44347426470588236,-2.871194889857503,2.0,0.0,7.0,16.0,0.0
11,IMSI_11,442161.2394957983,0.44216123949579833,-0.6764043657052283,3.0,0.0,3.0,7.0,0.0
11,IMSI_12,443474.26470588235,0.44347426470588236,-3.3621668728121366,2.0,0.0,7.0,16.0,0.0
11,IMSI_13,443474.26470588235,0.44347426470588236,-2.662411398421459,2.0,0.0,7.0,16.0,0.0
11,IMSI_14,443474.26470588235,0.44347426470588236,-2.868845361662036,2.0,0.0,7.0,16.0,0.0
11,IMSI_15,558363.9705882353,0.5583639705882353,8.90289378040224,8.0,0.0,1.0,2.0,0.0
11,IMSI_16,808823.5294117647,0.8088235294117647,5.443076691107275,6.0,0.0,2.0,3.0,0.0
12,IMSI_0,294774.1596638655,0.2947741596638655,-2.098677832201457,3.0,0.0,2.0,1.0,0.0
12,IMSI_1,190060.39915966385,0.19006039915966386,-3.020830318908879,2.0,0.0,3.0,2.0,0.0
12,IMSI_2,190060.39915966385,0.19006039915966386,-2.980732831501172,2.0,0.0,3.0,2.0,0.0
12,IMSI_3,643382.3529411765,0.6433823529411765,3.8354131204062183,5.0,0.0,2.0,1.0,0.0
12,IMSI_4,808823.5294117647,0.8088235294117647,5.908438833281675,6.0,0.0,2.0,1.0,0.0
12,IMSI_5,294774.1596638655,0.2947741596638655,-2.216852681426628,3.0,0.0,2.0,1.0,0.0
12,IMSI_6,496323.5294117647,0.4963235294117647,0.8801820751300748,4.0,0.0,2.0,1.0,0.0
12,IMSI_7,496323.5294117647,0.4963235294117647,1.543109818763034,4.0,0.0,2.0,1.0,0.0
12,IMSI_8,643382.3529411765,0.6433823529411765,3.112280419614847,5.0,0.0,2.0,1.0,0.0
12,IMSI_9,917804.6218487395,0.9178046218487395,6.926268352156057,7.0,0.0,2.0,1.0,0.0
12,IMSI_10,380120.7983193277,0.3801207983193277,-2.871194889857503,2.0,0.0,6.0,16.0,0.0
12,IMSI_11,442161.2394957983,0.44216123949579833,-0.6764043657052283,3.0,0.0,3.0,7.0,0.0
12,IMSI_12,380120.7983193277,0.3801207983193277,-3.3621668728121366,2.0,0.0,6.0,16.0,0.0
12,IMSI_13,380120.7983193277,0.3801207983193277,-2.662411398421459,2.0,0.0,6.0,16.0,0.0
12,IMSI_14,380120.7983193277,0.3801207983193277,-2.868845361662036,2.0,0.0,6.0,16.0,0.0
12,IMSI_15,558363.9705882353,0.5583639705882353,8.90289378040224,8.0,0.0,1.0,2.0,0.0
12,IMSI_16,808823.5294117647,0.8088235294117647,5.443076691107275,6.0,0.0,2.0,3.0,0.0
12,IMSI_17,496323.5294117647,0.4963235294117647,0.9521693638263239,4.0,0.0,2.0,5.0,0.0
12,IMSI_18,917804.6218487395,0.9178046218487395,7.826675124492048,7.0,0.0,2.0,3.0,0.0
13,IMSI_0,294774.1596638655,0.2947741596638655,-2.098677832201457,3.0,0.0,2.0,1.0,0.0
13,IMSI_1,190060.39915966385,0.19006039915966386,-3.020830318908879,2.0,0.0,3.0,2.0,0.0
13,IMSI_2,190060.39915966385,0.19006039915966386,-2.980732831501172,2.0,0.0,3.0,2.0,0.0
13,IMSI_3,643382.3529411765,0.6433823529411765,3.8354131204062183,5.0,0.0,2.0,1.0,0.0
13,IMSI_4,808823.5294117647,0.8088235294117647,5.908438833281675,6.0,0.0,2.0,1.0,0.0
13,IMSI_5,294774.1596638655,0.2947741596638655,-2.216852681426628,3.0,0.0,2.0,1.0,0.0
13,IMSI_6,496323.5294117647,0.4963235294117647,0.8801820751300748,4.0,0.0,2.0,1.0,0.0
13,IMSI_7,496323.5294117647,0.4963235294117647,1.543109818763034,4.0,0.0,2.0,1.0,0.0
13,IMSI_8,643382.3529411765,0.6433823529411765,3.112280419614847,5.0,0.0,2.0,1.0,0.0
13,IMSI_9,917804.6218487395,0.9178046218487395,6.926268352156057,7.0,0.0,2.0,1.0,0.0
13,IMSI_10,380120.7983193277,0.3801207983193277,-2.871194889857503,2.0,0.0,6.0,16.0,0.0
13,IMSI_11,442161.2394957983,0.44216123949579833,-0.6764043657052283,3.0,0.0,3.0,7.0,0.0
13,IMSI_12,380120.7983193277,0.3801207983193277,-3.3621668728121366,2.0,0.0,6.0,16.0,0.0
13,IMSI_13,380120.7983193277,0.3801207983193277,-2.662411398421459,2.0,0.0,6.0,16.0,0.0
13,IMSI_14,380120.7983193277,0.3801207983193277,-2.868845361662036,2.0,0.0,6.0,16.0,0.0
13,IMSI_15,558363.9705882353,0.5583639705882353,8.90289378040224,8.0,0.0,1.0,2.0,0.0
13,IMSI_16,404411.76470588235,0.40441176470588236,5.443076691107275,6.0,0.0,1.0,3.0,0.0
13,IMSI_17,496323.5294117647,0.4963235294117647,0.9521693638263239,4.0,0.0,2.0,5.0,0.0
13,IMSI_18,458902.3109243697,0.4589023109243697,7.826675124492048,7.0,0.0,1.0,3.0,0.0
13,IMSI_19,404411.76470588235,0.40441176470588236,6.13285409556548,6.0,0.0,1.0,3.0,0.0
14,IMSI_0,294774.1596638655,0.2947741596638655,-2.098677832201457,3.0,0.0,2.0,1.0,0.0
14,IMSI_1,190060.39915966385,0.19006039915966386,-3.020830318908879,2.0,0.0,3.0,2.0,0.0
14,IMSI_2,190060.39915966385,0.19006039915966386,-2.980732831501172,2.0,0.0,3.0,2.0,0.0
14,IMSI_3,643382.3529411765,0.6433823529411765,3.8354131204062183,5.0,0.0,2.0,1.0,0.0
14,IMSI_4,808823.5294117647,0.8088235294117647,5.908438833281675,6.0,0.0,2.0,1.0,0.0
14,IMSI_5,294774.1596638655,0.2947741596638655,-2.216852681426628,3.0,0.0,2.0,1.0,0.0
14,IMSI_6,496323.5294117647,0.4963235294117647,0.8801820751300748,4.0,0.0,2.0,1.0,0.0
14,IMSI_7,496323.5294117647,0.4963235294117647,1.543109818763034,4.0,0.0,2.0,1.0,0.0
14,IMSI_8,643382.3529411765,0.6433823529411765,3.112280419614847,5.0,0.0,2.0,1.0,0.0
14,IMSI_9,917804.6218487395,0.9178046218487395,6.926268352156057,7.0,0.0,2.0,1.0,0.0
14,IMSI_10,380120.7983193277,0.3801207983193277,-2.871194889857503,2.0,0.0,6.0,16.0,0.0
14,IMSI_11,442161.2394957983,0.44216123949579833,-0.6764043657052283,3.0,0.0,3.0,7.0,0.0
14,IMSI_12,380120.7983193277,0.3801207983193277,-3.3621668728121366,2.0,0.0,6.0,16.0,0.0
14,IMSI_13,380120.7983193277,0.3801207983193277,-2.662411398421459,2.0,0.0,6.0,16.0,0.0
14,IMSI_14,380120.7983193277,0.3801207983193277,-2.868845361662036,2.0,0.0,6.0,16.0,0.0
14,IMSI_15,558363.9705882353,0.5583639705882353,8.90289378040224,8.0,0.0,1.0,2.0,0.0
14,IMSI_16,808823.5294117647,0.8088235294117647,5.443076691107275,6.0,0.0,2.0,3.0,0.0
14,IMSI_17,496323.5294117647,0.4963235294117647,0.9521693638263239,4.0,0.0,2.0,5.0,0.0
14,IMSI_18,917804.6218487395,0.9178046218487395,7.826675124492048,7.0,0.0,2.0,3.0,0.0
14,IMSI_19,808823.5294117647,0.8088235294117647,6.13285409556548,6.0,0.0,2.0,3.0,0.0
14,IMSI_20,3167673.319327731,3.167673319327731,-3.884680856232717,2.0,0.0,50.0,158.0,0.0
15,IMSI_0,294774.1596638655,0.2947741596638655,-2.098677832201457,3.0,0.0,2.0,1.0,0.0
15,IMSI_1,190060.39915966385,0.19006039915966386,-3.020830318908879,2.0,0.0,3.0,2.0,0.0
15,IMSI_2,190060.39915966385,0.19006039915966386,-2.980732831501172,2.0,0.0,3.0,2.0,0.0
15,IMSI_3,643382.3529411765,0.6433823529411765,3.8354131204062183,5.0,0.0,2.0,1.0,0.0
15,IMSI_4,808823.5294117647,0.8088235294117647,5.908438833281675,6.0,0.0,2.0,1.0,0.0
15,IMSI_5,294774.1596638655,0.2947741596638655,-2.216852681426628,3.0,0.0,2.0,1.0,0.0
15,IMSI_6,496323.5294117647,0.4963235294117647,0.8801820751300748,4.0,0.0,2.0,1.0,0.0
15,IMSI_7,496323.5294117647,0.4963235294117647,1.543109818763034,4.0,0.0,2.0,1.0,0.0
15,IMSI_8,643382.3529411765,0.6433823529411765,3.112280419614847,5.0,0.0,2.0,1.0,0.0
15,IMSI_9,917804.6218487395,0.9178046218487395,6.926268352156057,7.0,0.0,2.0,1.0,0.0
15,IMSI_10,380120.7983193277,0.3801207983193277,-2.871194889857503,2.0,0.0,6.0,16.0,0.0
15,IMSI_11,442161.2394957983,0.44216123949579833,-0.6764043657052283,3.0,0.0,3.0,7.0,0.0
15,IMSI_12,380120.7983193277,0.3801207983193277,-3.3621668728121366,2.0,0.0,6.0,16.0,0.0
15,IMSI_13,380120.7983193277,0.3801207983193277,-2.662411398421459,2.0,0.0,6.0,16.0,0.0
15,IMSI_14,380120.7983193277,0.3801207983193277,-2.868845361662036,2.0,0.0,6.0,16.0,0.0
15,IMSI_15,558363.9705882353,0.5583639705882353,8.90289378040224,8.0,0.0,1.0,2.0,0.0
15,IMSI_16,808823.5294117647,0.8088235294117647,5.443076691107275,6.0,0.0,2.0,3.0,0.0
15,IMSI_17,496323.5294117647,0.4963235294117647,0.9521693638263239,4.0,0.0,2.0,5.0,0.0
15,IMSI_18,917804.6218487395,0.9178046218487395,7.826675124492048,7.0,0.0,2.0,3.0,0.0
15,IMSI_19,808823.5294117647,0.8088235294117647,6.13285409556548,6.0,0.0,2.0,3.0,0.0
15,IMSI_20,3167673.319327731,3.167673319327731,-3.884680856232717,2.0,0.0,50.0,158.0,0.0
15,IMSI_21,7941176.470588235,7.9411764705882355,2.1538663685809554,4.0,0.0,32.0,41.0,0.0
16,IMSI_0,294774.1596638655,0.2947741596638655,-2.098677832201457,3.0,0.0,2.0,1.0,0.0
16,IMSI_1,190060.39915966385,0.19006039915966386,-3.020830318908879,2.0,0.0,3.0,2.0,0.0
16,IMSI_2,190060.39915966385,0.19006039915966386,-2.980732831501172,2.0,0.0,3.0,2.0,0.0
16,IMSI_3,643382.3529411765,0.6433823529411765,3.8354131204062183,5.0,0.0,2.0,1.0,0.0
16,IMSI_4,808823.5294117647,0.8088235294117647,5.908438833281675,6.0,0.0,2.0,1.0,0.0
16,IMSI_5,294774.1596638655,0.2947741596638655,-2.216852681426628,3.0,0.0,2.0,1.0,0.0
16,IMSI_6,496323.5294117647,0.4963235294117647,0.8801820751300748,4.0,0.0,2.0,1.0,0.0
16,IMSI_7,496323.5294117647,0.4963235294117647,1.543109818763034,4.0,0.0,2.0,1.0,0.0
16,IMSI_8,643382.3529411765,0.6433823529411765,3.112280419614847,5.0,0.0,2.0,1.0,0.0
16,IMSI_9,917804.6218487395,0.9178046218487395,6.926268352156057,7.0,0.0,2.0,1.0,0.0
16,IMSI_10,380120.7983193277,0.3801207983193277,-2.871194889857503,2.0,0.0,6.0,16.0,0.0
16,IMSI_11,442161.2394957983,0.44216123949579833,-0.6764043657052283,3.0,0.0,3.0,7.0,0.0
16,IMSI_12,380120.7983193277,0.3801207983193277,-3.3621668728121366,2.0,0.0,6.0,16.0,0.0
16,IMSI_13,380120.7983193277,0.3801207983193277,-2.662411398421459,2.0,0.0,6.0,16.0,0.0
16,IMSI_14,380120.7983193277,0.3801207983193277,-2.868845361662036,2.0,0.0,6.0,16.0,0.0
16,IMSI_15,558363.9705882353,0.5583639705882353,8.90289378040224,8.0,0.0,1.0,2.0,0.0
16,IMSI_16,808823.5294117647,0.8088235294117647,5.443076691107275,6.0,0.0,2.0,3.0,0.0
16,IMSI_17,496323.5294117647,0.4963235294117647,0.9521693638263239,4.0,0.0,2.0,5.0,0.0
16,IMSI_18,917804.6218487395,0.9178046218487395,7.826675124492048,7.0,0.0,2.0,3.0,0.0
16,IMSI_19,808823.5294117647,0.8088235294117647,6.13285409556548,6.0,0.0,2.0,3.0,0.0
16,IMSI_20,3167673.319327731,3.167673319327731,-3.884680856232717,2.0,0.0,50.0,158.0,0.0
16,IMSI_21,6700367.647058823,6.700367647058823,2.1538663685809554,4.0,0.0,27.0,41.0,0.0
16,IMSI_22,6755514.705882353,6.755514705882352,3.7426882130692176,5.0,0.0,21.0,32.0,0.0
17,IMSI_0,294774.1596638655,0.2947741596638655,-2.098677832201457,3.0,0.0,2.0,1.0,0.0
17,IMSI_1,190060.39915966385,0.19006039915966386,-3.020830318908879,2.0,0.0,3.0,2.0,0.0
17,IMSI_2,190060.39915966385,0.19006039915966386,-2.980732831501172,2.0,0.0,3.0,2.0,0.0
17,IMSI_3,643382.3529411765,0.6433823529411765,3.8354131204062183,5.0,0.0,2.0,1.0,0.0
17,IMSI_4,808823.5294117647,0.8088235294117647,5.908438833281675,6.0,0.0,2.0,1.0,0.0
17,IMSI_5,294774.1596638655,0.2947741596638655,-2.216852681426628,3.0,0.0,2.0,1.0,0.0
17,IMSI_6,496323.5294117647,0.4963235294117647,0.8801820751300748,4.0,0.0,2.0,1.0,0.0
17,IMSI_7,496323.5294117647,0.4963235294117647,1.543109818763034,4.0,0.0,2.0,1.0,0.0
17,IMSI_8,643382.3529411765,0.6433823529411765,3.112280419614847,5.0,0.0,2.0,1.0,0.0
17,IMSI_9,917804.6218487395,0.9178046218487395,6.926268352156057,7.0,0.0,2.0,1.0,0.0
17,IMSI_10,380120.7983193277,0.3801207983193277,-2.871194889857503,2.0,0.0,6.0,16.0,0.0
17,IMSI_11,442161.2394957983,0.44216123949579833,-0.6764043657052283,3.0,0.0,3.0,7.0,0.0
17,IMSI_12,380120.7983193277,0.3801207983193277,-3.3621668728121366,2.0,0.0,6.0,16.0,0.0
17,IMSI_13,380120.7983193277,0.3801207983193277,-2.662411398421459,2.0,0.0,6.0,16.0,0.0
17,IMSI_14,380120.7983193277,0.3801207983193277,-2.868845361662036,2.0,0.0,6.0,16.0,0.0
17,IMSI_15,558363.9705882353,0.5583639705882353,8.90289378040224,8.0,0.0,1.0,2.0,0.0
17,IMSI_16,808823.5294117647,0.8088235294117647,5.443076691107275,6.0,0.0,2.0,3.0,0.0
17,IMSI_17,496323.5294117647,0.4963235294117647,0.9521693638263239,4.0,0.0,2.0,5.0,0.0
17,IMSI_18,917804.6218487395,0.9178046218487395,7.826675124492048,7.0,0.0,2.0,3.0,0.0
17,IMSI_19,808823.5294117647,0.8088235294117647,6.13285409556548,6.0,0.0,2.0,3.0,0.0
17,IMSI_20,3167673.319327731,3.167673319327731,-3.884680856232717,2.0,0.0,50.0,158.0,0.0
17,IMSI_21,5955882.352941177,5.955882352941177,2.1538663685809554,4.0,0.0,24.0,41.0,0.0
17,IMSI_22,6112132.352941177,6.112132352941177,3.7426882130692176,5.0,0.0,19.0,32.0,0.0
17,IMSI_23,5965730.042016807,5.965730042016807,7.6414322739098495,7.0,0.0,13.0,22.0,0.0
18,IMSI_0,294774.1596638655,0.2947741596638655,-2.098677832201457,3.0,0.0,2.0,1.0,0.0
18,IMSI_1,190060.39915966385,0.19006039915966386,-3.020830318908879,2.0,0.0,3.0,2.0,0.0
18,IMSI_2,190060.39915966385,0.19006039915966386,-2.980732831501172,2.0,0.0,3.0,2.0,0.0
18,IMSI_3,643382.3529411765,0.6433823529411765,3.8354131204062183,5.0,0.0,2.0,1.0,0.0
18,IMSI_4,808823.5294117647,0.8088235294117647,5.908438833281675,6.0,0.0,2.0,1.0,0.0
18,IMSI_5,294774.1596638655,0.2947741596638655,-2.216852681426628,3.0,0.0,2.0,1.0,0.0
18,IMSI_6,496323.5294117647,0.4963235294117647,0.8801820751300748,4.0,0.0,2.0,1.0,0.0
18,IMSI_7,496323.5294117647,0.4963235294117647,1.543109818763034,4.0,0.0,2.0,1.0,0.0
18,IMSI_8,643382.3529411765,0.6433823529411765,3.112280419614847,5.0,0.0,2.0,1.0,0.0
18,IMSI_9,917804.6218487395,0.9178046218487395,6.926268352156057,7.0,0.0,2.0,1.0,0.0
18,IMSI_10,380120.7983193277,0.3801207983193277,-2.871194889857503,2.0,0.0,6.0,16.0,0.0
18,IMSI_11,442161.2394957983,0.44216123949579833,-0.6764043657052283,3.0,0.0,3.0,7.0,0.0
18,IMSI_12,380120.7983193277,0.3801207983193277,-3.3621668728121366,2.0,0.0,6.0,16.0,0.0
18,IMSI_13,380120.7983193277,0.3801207983193277,-2.662411398421459,2.0,0.0,6.0,16.0,0.0
18,IMSI_14,380120.7983193277,0.3801207983193277,-2.868845361662036,2.0,0.0,6.0,16.0,0.0
18,IMSI_15,558363.9705882353,0.5583639705882353,8.90289378040224,8.0,0.0,1.0,2.0,0.0
18,IMSI_16,808823.5294117647,0.8088235294117647,5.443076691107275,6.0,0.0,2.0,3.0,0.0
18,IMSI_17,496323.5294117647,0.4963235294117647,0.9521693638263239,4.0,0.0,2.0,5.0,0.0
18,IMSI_18,917804.6218487395,0.9178046218487395,7.826675124492048,7.0,0.0,2.0,3.0,0.0
18,IMSI_19,808823.5294117647,0.8088235294117647,6.13285409556548,6.0,0.0,2.0,3.0,0.0
